origem;destino;media custo(reais);menor tempo (horas)
SBSG;SBFN;1674.5;3
SBSG;SBPL;963.0;4
SBSG;SBRF;460.0;1
SBSG;SBTE;895.5;4
SBSG;SBCA;1264.5;6
SBSG;SBCT;552.0;5
SBSG;SBFI;393.5;7
SBSG;SBLO;1013.0;7
SBSG;SBMG;1099.0;11
SBSG;SBGL;791.5;3
SBSG;SBPV;1198.5;6
SBSG;SBBV;1235.0;8
SBSG;SBCX;1080.5;18
SBSG;SBPF;1433.5;8
SBSG;SBPA;985.5;6
SBSG;SBCH;1467.5;6
SBSG;SBFL;931.0;5
SBSG;SBJV;459.5;8
SBSG;SBNF;635.0;6
SBSG;SBAR;678.0;3
SBSG;SBKP;1576.5;5
SBSG;SBGR;702.0;3
SBSG;SBML;2142.5;18
SBSG;SBDN;1580.0;9
SBSG;SBRP;1197.0;6
SBSG;SBSR;723.5;8
SBSG;SBSP;862.5;5
SBSG;SBPJ;905.0;5
SBSG;SBRJ;773.0;5
SBPV;SBRB;1274.0;7
SBPV;SBMO;1426.5;20
SBPV;SBEG;762.0;1
SBPV;SBTT;943.5;2
SBPV;SBMQ;769.0;28
SBPV;SNBR;1113.5;8
SBPV;SBIL;2142.5;11
SBPV;SBPS;1006.0;9
SBPV;SBSV;967.5;7
SBPV;SBQV;978.0;7
SBPV;SBFZ;1197.0;9
SBPV;SBJU;807.5;10
SBPV;SBBR;1109.5;2
SBPV;SBVT;814.5;6
SBPV;SBGO;843.5;5
SBPV;SBIZ;1489.5;22
SBPV;SBSL;1053.5;6
SBPV;SBCF;1018.5;3
SBPV;SBMK;1036.0;7
SBPV;SBIP;1459.0;7
SBPV;SBUL;1015.0;7
SBPV;SBCG;605.0;12
SBPV;SWSI;1027.5;12
SBPV;SBCY;724.5;1
SBPV;SBHT;1376.0;7
SBPV;SBBE;1030.0;6
SBPV;SBMA;803.5;7
SBPV;SBJP;1219.5;14
SBPV;SBFN;1832.5;9
SBPV;SBPL;1108.5;19
SBPV;SBRF;844.0;6
SBPV;SBTE;968.5;10
SBPV;SBCA;961.0;13
SBPV;SBCT;782;11
SBPV;SBFI;968.5;7
SBPV;SBLO;967.5;7
SBPV;SBMG;927.5;9
SBPV;SBCB;1205.0;7
SBPV;SBGL;1059.5;8
SBPV;SBSG;1218.0;8
SBPV;SBBV;845.5;6
SBPV;SBPF;1072.0;8
SBPV;SBPK;1200.0;21
SBPV;SBPA;663.5;6
SBPV;SBCH;773.0;7
SBPV;SBFL;918.5;10
SBPV;SBJV;781.0;6
SBPV;SBNF;1027.5;6
SBPV;SBAR;936.0;19
SBPV;SBAU;1242.0;8
SBPV;SBKP;767.5;4
SBPV;SBGR;650.5;3
SBPV;SBML;879.0;8
SBPV;SBDN;1110.5;7
SBPV;SBRP;604.5;7
SBPV;SBSR;585.5;13
SBPV;SBSP;849.0;5
SBPV;SBPJ;964.0;8
SBPV;SBRJ;767.5;5
SBPA;SBCZ;1111.5;8
SBPA;SBRB;900.5;10
SBPA;SBMO;900.0;21
SBPA;SBEG;550.0;6
SBPA;SBMQ;874.5;8
SBPA;SNBR;669.5;5
SBPA;SBIL;947.0;4
SBPA;SBPS;416.0;10
SBPA;SBSV;506;5
SBPA;SNVB;2142.5;6
SBPA;SBQV;682.5;4
SBPA;SBFZ;704.0;7
SBPA;SBJU;721.5;8
SBPA;SBBR;557.0;6
SBPA;SBVT;424;12
SBPA;SBCN;1239.5;4
SBPA;SBGO;378.0;4
SBPA;SBIZ;695.0;7
SBPA;SBSL;667.0;10
SBPA;SBCF;431.5;2
SBPA;SBGV;998.0;6
SBPA;SBJF;614.0;4
SBPA;SBMK;600.5;4
SBPA;SBIP;760.5;4
SBPA;SBUR;465.5;6
SBPA;SBUL;410.0;3
SBPA;SBCG;524.5;4
SBPA;SBCR;1161.0;4
SBPA;SBAT;1317.5;7
SBPA;SWSI;971.0;8
SBPA;SBCY;539.0;4
SBPA;SBHT;1625.5;9
SBPA;SBBE;743.5;5
SBPA;SBMA;786.0;10
SBPA;SBSN;1085.0;9
SBPA;SBJP;621.0;8
SBPA;SBKG;771.5;8
SBPA;SBFN;1471.5;7
SBPA;SBPL;1463.5;14
SBPA;SBRF;677.5;5
SBPA;SBTE;601.0;6
SBPA;SBCA;420.0;3
SBPA;SBCT;525.5;1
SBPA;SBFI;472;1
SBPA;SBLO;333;3
SBPA;SBMG;393.5;4
SBPA;SBCB;776.0;4
SBPA;SBGL;760.5;1
SBPA;SBSG;1018.0;5
SBPA;SSKW;2142.5;20
SBPA;SBPV;663.5;10
SBPA;SBVH;1533.0;6
SBPA;SBBV;816.0;8
SBPA;SBPF;983.0;4
SBPA;SBCH;1047.5;5
SBPA;SBFL;265.5;1
SBPA;SBJV;368.5;8
SBPA;SBNF;414.0;1
SBPA;SBAR;735.5;10
SBPA;SBAU;623.0;4
SBPA;SBKP;622.0;1
SBPA;SBGR;313.5;1
SBPA;SBML;565.0;4
SBPA;SBDN;537.5;3
SBPA;SBRP;285.5;3
SBPA;SBSR;236;3
SBPA;SBSP;392.5;1
SBPA;SWGN;1727.0;17
SBPA;SBPJ;600.0;5
SBPA;SBRJ;646.0;12
SBSP;SBCZ;1092.5;7
SBSP;SBRB;749.5;5
SBSP;SBMO;1380.5;2
SBSP;SBEG;742.0;8
SBSP;SBMQ;1017.0;7
SBSP;SNBR;599.0;4
SBSP;SBIL;1188.5;2
SBSP;SBPS;691.0;2
SBSP;SBSV;772.0;4
SBSP;SNVB;2142.5;4
SBSP;SBQV;1022.5;3
SBSP;SBFZ;842.0;5
SBSP;SBBR;835.0;1
SBSP;SBVT;248.5;1
SBSP;SBCN;322.5;1
SBSP;SBGO;530.0;1
SBSP;SBIZ;700.5;5
SBSP;SBSL;818.0;5
SBSP;SBCF;262.5;1
SBSP;SBGV;1230.0;3
SBSP;SBMK;823.5;3
SBSP;SBIP;535.5;5
SBSP;SBUR;290.0;5
SBSP;SBUL;292.0;1
SBSP;SBCG;674.0;1
SBSP;SBAT;1020.0;8
SBSP;SWSI;976.0;8
SBSP;SBCY;528.5;2
SBSP;SBHT;1735.5;8
SBSP;SBBE;728.0;5
SBSP;SBMA;654.5;5
SBSP;SBSN;2142.5;8
SBSP;SBJP;783.5;5
SBSP;SBFN;1832.5;5
SBSP;SBPL;2142.5;14
SBSP;SBRF;683.5;3
SBSP;SBTE;855.0;4
SBSP;SBCT;185.5;1
SBSP;SBFI;462.5;1
SBSP;SBLO;530.0;1
SBSP;SBMG;573.5;1
SBSP;SBCB;1250.5;3
SBSP;SBGL;486.5;1
SBSP;SBSG;862.5;6
SBSP;SBPV;1142.5;5
SBSP;SBBV;1112.5;6
SBSP;SBCX;624.5;1
SBSP;SBPA;441.5;1
SBSP;SBFL;361.5;1
SBSP;SBJV;345.5;1
SBSP;SBNF;662.0;1
SBSP;SBAR;825.0;2
SBSP;SBDN;322.5;1
SBSP;SBRP;262.5;1
SBSP;SBSR;370.0;1
SBSP;SWGN;1199.5;8
SBSP;SBPJ;869.0;4
SBSP;SBRJ;549.0;1
SBGR;SBCZ;1340.5;7
SBGR;SBRB;1040.0;5
SBGR;SBMO;1058.5;2
SBGR;SBEG;655;3
SBGR;SBTT;1155.5;4
SBGR;SBMQ;705.5;5
SBGR;SNBR;474.5;15
SBGR;SBIL;1866.0;6
SBGR;SBPS;734.5;1
SBGR;SBSV;369.0;2
SBGR;SNVB;2071.5;3
SBGR;SBQV;555.5;2
SBGR;SBFZ;500.0;3
SBGR;SBJU;480.5;3
SBGR;SBBR;416.0;1
SBGR;SBVT;213.5;1
SBGR;SBGO;302.5;1
SBGR;SBIZ;725.5;3
SBGR;SBSL;715;3
SBGR;SBCF;215;1
SBGR;SBGV;1174.0;3
SBGR;SBMK;447.0;1
SBGR;SBIP;639.5;3
SBGR;SBUR;344.0;3
SBGR;SBUL;264.5;1
SBGR;SBCG;365.0;1
SBGR;SBAT;997.0;7
SBGR;SWSI;860.0;7
SBGR;SBCY;490.0;2
SBGR;SBHT;1273.0;7
SBGR;SBBE;493.5;3
SBGR;SBMA;560.5;6
SBGR;SBSN;1144.5;19
SBGR;SBJP;849.5;3
SBGR;SBKG;830.5;3
SBGR;SBFN;1362.5;5
SBGR;SBPL;785.5;2
SBGR;SBRF;587.0;3
SBGR;SBTE;745.5;3
SBGR;SBCA;749.0;1
SBGR;SBCT;162;1
SBGR;SBFI;323;1
SBGR;SBLO;932.5;1
SBGR;SBMG;889.5;1
SBGR;SBCB;491.0;3
SBGR;SBGL;538.0;1
SBGR;SBSG;787.0;3
SBGR;SBPV;642.0;3
SBGR;SBVH;873.5;5
SBGR;SBBV;876.5;8
SBGR;SBPF;358.5;1
SBGR;SBPA;337;1
SBGR;SBCH;755.5;1
SBGR;SBFL;242.0;1
SBGR;SBJV;526.5;1
SBGR;SBNF;416.0;1
SBGR;SBAR;659.5;2
SBGR;SBRP;195.5;1
SBGR;SBSR;545.0;1
SBGR;SWGN;998.0;7
SBGR;SBPJ;522.5;2
SBGL;SBCZ;1467.5;11
SBGL;SBRB;655.5;9
SBGL;SBMO;972.5;2
SBGL;SBEG;611.5;4
SBGL;SBMQ;722.5;16
SBGL;SNBR;1023.0;14
SBGL;SBIL;930.5;3
SBGL;SBPS;420.5;5
SBGL;SBSV;998;4
SBGL;SNVB;2142.5;4
SBGL;SBQV;1093.0;3
SBGL;SBFZ;563.0;3
SBGL;SBJU;811.5;4
SBGL;SBBR;748.0;1
SBGL;SBVT;504.0;1
SBGL;SBCN;1239.5;4
SBGL;SBGO;523.0;3
SBGL;SBIZ;844.0;9
SBGL;SBSL;902.0;3
SBGL;SBCF;222.0;1
SBGL;SBGV;1754.5;3
SBGL;SBMK;995.0;3
SBGL;SBIP;1112.5;3
SBGL;SBUR;907.0;5
SBGL;SBUL;570.5;3
SBGL;SBCG;394.5;3
SBGL;SBCR;1491.5;4
SBGL;SBAT;857.0;8
SBGL;SWSI;1887.0;8
SBGL;SBCY;537;8
SBGL;SBHT;1753.5;8
SBGL;SBBE;754.5;5
SBGL;SBMA;771.0;9
SBGL;SBSN;1230.0;17
SBGL;SBJP;779;4
SBGL;SBKG;1551.5;5
SBGL;SBFN;1561.0;5
SBGL;SBPL;1068.0;4
SBGL;SBRF;577.0;2
SBGL;SBTE;533.0;8
SBGL;SBCA;964.5;9
SBGL;SBCT;408.0;3
SBGL;SBFI;742.5;2
SBGL;SBLO;358.0;3
SBGL;SBMG;630.0;3
SBGL;SBSG;731.5;3
SBGL;SSKW;1491.0;26
SBGL;SBPV;720.5;9
SBGL;SBVH;1074.0;6
SBGL;SBBV;647.5;6
SBGL;SBCX;847.5;4
SBGL;SBPF;1055.0;3
SBGL;SBPA;738.0;2
SBGL;SBCH;1235.0;3
SBGL;SBFL;758.0;1
SBGL;SBJV;456.5;7
SBGL;SBNF;449.0;3
SBGL;SBAR;753;2
SBGL;SBAU;1401.5;4
SBGL;SBKP;690.0;1
SBGL;SBGR;410.0;1
SBGL;SBML;1057.5;4
SBGL;SBDN;950.0;4
SBGL;SBRP;378.0;5
SBGL;SBSR;376.0;5
SBGL;SBSP;486.5;1
SBGL;SWGN;1294.5;18
SBGL;SBPJ;730.0;5
SBKP;SBRB;1165.5;5
SBKP;SBMO;1539.0;5
SBKP;SBEG;970.0;3
SBKP;SBMQ;1120.0;5
SBKP;SNBR;579.5;4
SBKP;SBIL;2142.5;7
SBKP;SBPS;684.0;1
SBKP;SBSV;389.0;2
SBKP;SNVB;2142.5;3
SBKP;SBQV;844.0;3
SBKP;SBFZ;715.5;5
SBKP;SBJU;443.0;2
SBKP;SBBR;340.0;1
SBKP;SBVT;521.0;1
SBKP;SBGO;692.0;1
SBKP;SBIZ;1103.0;17
SBKP;SBSL;686.0;7
SBKP;SBCF;334.0;1
SBKP;SBGV;1618.0;5
SBKP;SBJF;650.0;1
SBKP;SBMK;904.5;4
SBKP;SBIP;604.0;3
SBKP;SBUR;1961.0;4
SBKP;SBUL;644.0;1
SBKP;SBCG;646.0;1
SBKP;SBCR;790.0;2
SBKP;SBAT;1206.5;6
SBKP;SWSI;1096.5;6
SBKP;SBCY;748.5;2
SBKP;SBHT;1330.5;5
SBKP;SBBE;938.5;3
SBKP;SBMA;728.0;9
SBKP;SBSN;1484.5;8
SBKP;SBJP;791.5;5
SBKP;SBKG;848.5;15
SBKP;SBFN;1589.0;5
SBKP;SBPL;1216.5;5
SBKP;SBRF;544.0;3
SBKP;SBTE;588.5;3
SBKP;SBCA;584.0;1
SBKP;SBCT;457.0;1
SBKP;SBFI;685.0;1
SBKP;SBLO;578.5;1
SBKP;SBMG;442.5;1
SBKP;SBCB;1147.5;3
SBKP;SBGL;790.0;1
SBKP;SBSG;1130;16
SBKP;SSKW;1465.5;16
SBKP;SBPV;912.0;6
SBKP;SBVH;840.0;4
SBKP;SBBV;1271.0;6
SBKP;SBPF;628.0;1
SBKP;SBPA;622.0;1
SBKP;SBCH;609.0;1
SBKP;SBFL;606.0;1
SBKP;SBJV;389.5;1
SBKP;SBNF;641.0;1
SBKP;SBAR;788.5;6
SBKP;SBAU;590.0;1
SBKP;SBGR;753;11
SBKP;SBML;480.0;1
SBKP;SBDN;450.0;1
SBKP;SBRP;449.0;0.75
SBKP;SBSR;621.5;1
SBKP;SBSP;855.5;4
SBKP;SBPJ;1256.0;3
SBRP;SBGL;418.0;3
SBRP;SBFL;474.5;3
SBFL;SBJV;1441.0;3
SBTE;SBBR;747.5;2
SBGO;SBPJ;360.0;1
SBDN;SBRP;719.5;3
SBSG;SBKG;1714.0;12
SBGO;SBGL;447.5;1
SBSR;SBRP;1005.5;4
SBRP;SBSR;1005.5;3
SBRP;SBKP;334.0;1
SBLO;SBCG;573.0;4
SBMG;SBSV;582.5;7
SBDN;SBBR;577.5;4
SBDN;SBGL;625.0;6
SBFI;SBSP;491;1
SWSI;SBSP;891.0;7
SBSR;SBGL;408.5;2
SBAR;SBBR;330.5;2
SBRP;SBBR;498;1
SBFL;SBSP;246.0;1
SBFL;SBRP;351;10
SBJV;SBFL;1477.0;6
SNBR;SBSP;655.5;8
SBFL;SBGR;198.5;1
SBFI;SBGL;742.5;2
SBSR;SBPA;273.5;4
SBTE;SBGL;598.5;4
SBGO;SBSP;566.0;1
SBPJ;SBGO;334.0;1
SBNF;SBSP;629.5;1
SBCX;SBBR;1125.5;8
SBCX;SBGL;904.5;4
SBRP;SBDN;752.0;4
SBRP;SBSP;262.5;1
SBKG;SBSG;1832.5;10
SBGO;SBBR;503.5;0.75
SBRP;SBPA;274;5
SBFL;SBBR;547.0;2
SBFL;SBPA;226.5;1
SBJV;SBSP;300.0;1
SWPI;SBEG;525.0;1
SBIZ;SBBR;645.0;7
SBTE;SBBE;660.0;2
SBKG;SBSP;728.5;8
SBLO;SBBR;346.5;6
SBLO;SBPA;432.0;4
SBSL;SBGR;762.5;3
SBCH;SBBR;947.5;4
SWSI;SBPA;1403.5;8
SBUL;SBSP;580.5;8
SBML;SBBR;473.5;4
SBEG;SWCA;842;4
SBEG;SWKO;300;1
SBEG;SWLB;639;1
SBEG;SBUA;1015.0;1
SBEG;SBLE;673.0;11
SBEG;SBUF;958.0;21
SBEG;SBSV;652.5;6
SBEG;SWRD;1649.5;8
SBEG;SBIH;570.0;1
SBEG;SBTB;550.0;1
SBEG;SBCJ;895.5;6
SBEG;SBCB;2142.5;30
SBEG;SBPV;519.5;1
SBEG;SBCX;1034.5;8
SBEG;SBPK;1110.0;9
SBEG;SBSM;877.0;13
SBSV;SBTF;2142.5;14
SBSV;SBLE;385.0;1
SBSV;SBUF;2022.0;18
SBSV;SWRD;1352.0;8
SBSV;SWSI;1770.0;9
SBSV;SBCJ;874.0;6
SBSV;SBCP;732.0;5
SBSV;SBPK;872.5;9
SBSV;SBSM;1171.0;8
SBSV;SBSJ;802.5;14
SBFZ;SBCZ;1323.5;9
SBFZ;SBTT;1162.0;12
SBFZ;SBTF;2064.0;20
SBFZ;SBCN;1653.0;7
SBFZ;SWLC;1496.0;8
SBFZ;SBSL;223.0;1
SBFZ;SBCR;2142.5;10
SBFZ;SBCJ;699.5;5
SBFZ;SBRF;125.5;1
SBFZ;SBCP;732.0;7
SBFZ;SBPK;1196.0;8
SBFZ;SBSM;1089.0;10
SBFZ;SBSJ;894.0;15
SBBR;SBTT;846.0;13
SBBR;SBTF;2142.5;13
SBBR;SBLE;2142.5;8
SBBR;SBUF;1205.5;19
SBBR;SWLC;576.0;4
SBBR;SBUR;679.0;5
SBBR;SWRD;846.5;4
SBBR;SBCJ;1283.0;5
SBBR;SBCP;684.0;4
SBBR;SBPK;601.0;6
SBBR;SBSM;759.0;5
SBBR;SBSJ;727.0;9
SBVT;SBCZ;1111.5;12
SBVT;SBTT;840.0;14
SBVT;SBTF;2142.5;14
SBVT;SBLE;2037.0;9
SBVT;SBUF;464.0;14
SBVT;SBCN;1173.5;5
SBVT;SWLC;742.0;5
SBVT;SWRD;1086.5;5
SBVT;SBCJ;808.0;6
SBVT;SBCX;677.5;5
SBVT;SBPK;571.0;6
SBVT;SBSM;784.0;6
SBVT;SBSJ;384.0;4
SBCF;SBCZ;1111.5;7
SBCF;SBTT;700.0;13
SBCF;SBTF;2142.5;12
SBCF;SBLE;932.0;17
SBCF;SBUF;1508.0;14
SBCF;SWLC;1351.5;5
SBCF;SWRD;861.5;4
SBCF;SBCJ;748.5;2
SBCF;SBCP;469.5;3
SBCF;SBPK;790.0;4
SBCF;SBSM;1273.5;7
SBCF;SBSJ;741.5;7
SBCG;SBCZ;1289.5;10
SBCG;SBTT;2142.5;13
SBCG;SBTF;2142.5;14
SBCG;SBUF;921.0;13
SBCG;SBCN;2142.5;7
SBCG;SWLC;2142.5;4
SBCG;SWRD;1597.5;4
SBCG;SBCJ;2142.5;8
SBCG;SBCP;2142.5;7
SBCG;SSKW;1525.5;3
SBCG;SBCX;1035.5;6
SBCG;SBPK;1479.5;6
SBCG;SBSM;1287.0;6
SBCG;SBSJ;839.0;13
SBCY;SBTT;1263.0;14
SBCY;SBTF;2142.5;15
SBCY;SBLE;701.0;18
SBCY;SBUF;1358.5;19
SBCY;SBCN;2142.5;10
SBCY;SWLC;810.0;4
SBCY;SWRD;1085.0;6
SBCY;SBCJ;1283.0;8
SBCY;SBCP;684.0;5
SBCY;SSKW;980.0;1
SBCY;SBCX;1029.5;4
SBCY;SBPK;1419.0;8
SBCY;SBSM;895.0;6
SBCY;SBSJ;799.0;13
SBBE;SBLE;778.0;21
SBBE;SBUF;2093.0;21
SBBE;SBJF;842.0;13
SBBE;SBCR;1199.0;25
SBBE;SWRD;1277.0;8
SBBE;SBIH;890.0;2
SBBE;SBTB;890.0;3
SBBE;SBCJ;150.0;1
SBBE;SBKG;729.0;6
SBBE;SBPL;1420.5;9
SBBE;SBCX;1125.5;8
SBBE;SBPK;1057.0;10
SBBE;SBSM;872.0;23
SBBE;SBAU;1071.0;7
SBBE;SBML;698.0;7
SBBE;SBSJ;935.0;13
SBRF;SBMO;643.5;1
SBRF;SBTT;970.0;11
SBRF;SBTF;1020.0;11
SBRF;SBLE;709.0;21
SBRF;SBUF;334;1
SBRF;SWRD;1369.0;8
SBRF;SBCP;732.0;7
SBRF;SSKW;1869.5;11
SBRF;SBPK;934.0;9
SBRF;SBSM;1337.0;8
SBRF;SBSJ;743.5;10
SBCT;SBTT;781.0;12
SBCT;SBTF;2142.5;12
SBCT;SBLE;775.0;17
SBCT;SBUF;1112.0;17
SBCT;SWLC;516.0;3
SBCT;SBCJ;916.0;6
SBCT;SBCB;956.5;19
SBCT;SBCP;684.0;4
SBCT;SBCX;847.5;3
SBCT;SBPK;753.0;4
SBCT;SBSM;386.0;3
SBCT;SBSJ;254.0;3
SBRJ;SBCZ;1111.5;8
SBRJ;SBTT;1226.0;13
SBRJ;SWLC;753.0;3
SBRJ;SWRD;924.5;4
SBRJ;SBCJ;1092.5;4
SBRJ;SBCP;360.0;1
SBRJ;SBPK;1058.5;3
SBRJ;SBSM;703.0;5
SBRJ;SBSJ;136.0;1
SBSG;SBCZ;1677.5;9
SBSG;SBTT;1227.0;13
SBSG;SBCN;2142.5;13
SBSG;SWLC;2085.5;8
SBSG;SBCR;1160.0;17
SBSG;SWSI;1051.0;9
SBSG;SBCJ;1154.5;9
SBSG;SBCB;1110.0;20
SBSG;SSKW;1220.0;17
SBSG;SBVH;925.0;17
SBSG;SBPK;1070.0;15
SBSG;SBAU;1766.0;8
SBPV;SBCZ;661.5;14
SBPV;SBTF;1067.5;11
SBPV;SBLE;1048.0;22
SBPV;SBUF;1132.0;15
SBPV;SBCN;2142.5;11
SBPV;SWLC;1158.0;13
SBPV;SBCR;1053.5;15
SBPV;SWRD;1600.5;9
SBPV;SBCJ;1499.0;9
SBPV;SBSN;858.5;3
SBPV;SBKG;1409.5;11
SBPV;SBCP;732.0;8
SBPV;SSKW;2142.5;12
SBPV;SBCX;1038.5;12
SBPV;SBSM;1319.0;14
SBPV;SBSJ;1032.0;17
SBPA;SBTT;857.0;13
SBPA;SBTF;1505.0;13
SBPA;SBLE;1066.0;17
SBPA;SBUF;793.0;18
SBPA;SWLC;653.0;4
SBPA;SWRD;1131.5;4
SBPA;SBCJ;878.5;7
SBPA;SBCP;509.0;5
SBPA;SBPK;126.5;1
SBPA;SBSM;270.0;1
SBPA;SBSJ;584.5;8
SBSP;SBUF;683;6
SBSP;SBJU;1527.0;6
SBSP;SBCJ;1051.5;6
SBSP;SBKG;956.5;7
SBSP;SBCA;619.0;3
SBSP;SSKW;2142.5;8
SBSP;SBVH;1653.0;8
SBSP;SBPK;553.0;3
SBSP;SBSM;749.0;5
SBSP;SBCH;1065;6
SBSP;SBAU;148;1
SBGR;SBLE;888.0;15
SBGR;SBUF;2102.0;18
SBGR;SBCN;2025.0;3
SBGR;SBCJ;609.5;4
SBGR;SBCP;523.5;4
SBGR;SSKW;1042.0;7
SBGR;SBCX;624.5;1
SBGR;SBPK;499.0;4
SBGR;SBSM;515.0;5
SBGR;SBAU;101;1
SBGR;SBKP;596.5;10
SBGR;SBDN;326;1
SBGL;SBTT;1936.5;13
SBGL;SBTF;2142.5;12
SBGL;SBUF;1205.5;23
SBGL;SWLC;971.0;6
SBGL;SWRD;871.5;4
SBGL;SBCJ;933.5;4
SBGL;SBPK;1574.0;6
SBGL;SBSM;815.0;7
SBKP;SBTT;1685.5;11
SBKP;SBTF;2142.5;10
SBKP;SBLE;2006.0;8
SBKP;SBUF;852.0;15
SBKP;SBCN;1580.5;1
SBKP;SWLC;460.0;2
SBKP;SWRD;481.0;1
SBKP;SBCJ;631.0;8
SBKP;SBCP;348.0;3
SBKP;SBCX;630.0;1
SBKP;SBPK;1058.5;3
SBKP;SBSM;446.0;3
SBFL;SBFZ;917.5;6
SBSM;SBPA;270.0;0.75
SBCJ;SBGL;828.0;21
SBSJ;SBRF;1421.0;6
SBSM;SBBR;759.0;7
SSKW;SBCY;834.0;1
SWLC;SBCT;516.0;5
SBCJ;SBBR;1028.5;6
SWCA;SBEG;842;4
SWLC;SBKP;460.0;1
SBSM;SBGL;490.0;7
SBEG;SNTF;812.5;11
SBEG;SBZM;1139.0;7
SBEG;SBNT;579;6
SBEG;SBAE;568;14
SBSV;SNTF;1969.5;4
SBSV;SBZM;864.5;7
SBSV;SBDB;868.5;8
SBSV;SBDO;1599.5;7
SBSV;SBTG;1075.0;7
SBSV;SBNT;266;1
SBSV;SBJI;1486.5;10
SBSV;SBAE;586.5;5
SBFZ;SNTF;1479.0;7
SBFZ;SBZM;894.5;6
SBFZ;SBDB;1492.5;8
SBFZ;SBDO;1134.5;6
SBFZ;SBTG;1143.0;7
SBFZ;SBNT;94;1
SBFZ;SBJI;1661.0;11
SBFZ;SBAE;546;12
SBBR;SNTF;933.0;7
SBBR;SBZM;606.0;8
SBBR;SBDO;925.5;4
SBBR;SBTG;759.5;4
SBBR;SBNT;334;2
SBBR;SBJI;1253.0;8
SBBR;SBAE;378.0;8
SBVT;SNTF;847.5;3
SBVT;SBZM;843.5;13
SBVT;SBDO;1076.5;4
SBVT;SBTG;559.5;4
SBVT;SBNT;458;5
SBVT;SBJI;1392.5;7
SBVT;SBAE;386.0;20
SBCF;SNTF;474.5;1
SBCF;SBZM;848.0;6
SBCF;SBDB;726.5;5
SBCF;SBDO;1073.0;4
SBCF;SBTG;591.5;4
SBCF;SBNT;415;4
SBCF;SBJI;1129.5;4
SBCF;SBAE;235.0;6
SBCG;SBZM;853.5;4
SBCG;SBDO;943.0;11
SBCG;SBTG;637.5;4
SBCG;SBNT;529;6
SBCG;SBJI;862.0;3
SBCG;SBAE;492.0;4
SBCY;SNTF;1001.0;13
SBCY;SBZM;780.0;11
SBCY;SBDO;871.0;6
SBCY;SBTG;753.0;6
SBCY;SBNT;373;5
SBCY;SBJI;463.5;1
SBCY;SBAE;583.0;11
SBBE;SNTF;822.5;8
SBBE;SBZM;1000.5;6
SBBE;SBDB;2142.5;20
SBBE;SBDO;1554.5;9
SBBE;SBTG;842.5;15
SBBE;SBNT;504;3
SBBE;SBJI;1153.5;9
SBBE;SBAE;614.0;20
SBRF;SNTF;2120.0;4
SBRF;SBZM;982.0;20
SBRF;SBDB;2142.5;8
SBRF;SBTG;1521.0;7
SBRF;SBNT;326;1
SBRF;SBJI;1735.0;11
SBRF;SBAE;677.5;22
SBCT;SBZM;454.5;4
SBCT;SBNT;476;9
SBCT;SBJI;1426.0;5
SBCT;SBAE;383.0;3
SBRJ;SNTF;744.0;5
SBRJ;SBZM;539.5;3
SBRJ;SBJF;507;4
SBRJ;SBDB;995.0;5
SBRJ;SBDO;1038.5;4
SBRJ;SBTG;763.5;4
SBRJ;SBNT;426;3
SBRJ;SBJI;1243.0;6
SBRJ;SBAE;241.0;7
SBSG;SNTF;2142.5;17
SBSG;SBZM;1587.5;8
SBSG;SBDO;2142.5;8
SBSG;SBTG;2142.5;13
SBSG;SBAE;1062.5;22
SBPV;SNTF;856.5;9
SBPV;SBZM;895.5;9
SBPV;SBDO;1306.0;9
SBPV;SBTG;1380.5;9
SBPV;SBNT;522;8
SBPV;SBAE;494;6
SBPA;SNTF;1239.5;7
SBPA;SBZM;669.0;3
SBPA;SBDO;1064.5;4
SBPA;SBTG;991.5;4
SBPA;SBNT;575;6
SBPA;SBJI;1293.0;8
SBPA;SBAE;614.0;6
SBSP;SNTF;831.5;3
SBSP;SBZM;489.5;1
SBSP;SBJF;249;1
SBSP;SBNT;426;9
SBSP;SBJI;1140.5;6
SBSP;SBAE;152;1
SBGR;SNTF;797.0;3
SBGR;SBNT;304;3
SBGR;SBJI;1062.0;4
SBGR;SBAE;144.5;1
SBGL;SNTF;939.5;5
SBGL;SBZM;539.5;4
SBGL;SBJF;507;4
SBGL;SBDB;972.0;5
SBGL;SBDO;1084.5;4
SBGL;SBTG;802.5;4
SBGL;SBPB;2100;9
SBGL;SBNT;423;3
SBGL;SBJI;1074.0;6
SBGL;SBAE;395.5;5
SBKP;SBZM;412.5;1
SBKP;SBDO;686.0;2
SBKP;SBTG;305.5;1
SBKP;SBPB;667;3
SBKP;SBNT;400;5
SBKP;SBJI;985.5;6
