origem;destino;custo;tempo
SBEG;SBCZ
SBEG;SBRB
SBEG;SBMO
SBEG;SWCA
SBEG;SWKO
SBEG;SWEI
SBEG;SWHT
SBEG;SWLB
SBEG;SBEG
SBEG;SBMY
SBEG;SWPI
SBEG;SBUA
SBEG;SBTT
SBEG;SBTF
SBEG;SBMQ
SBEG;SNBR
SBEG;SBFE
SBEG;SBIL
SBEG;SBLE
SBEG;SBUF
SBEG;SBPS
SBEG;SBSV
SBEG;SNTF
SBEG;SBQV
SBEG;SBFZ
SBEG;SBJU
SBEG;SBBR
SBEG;SBVT
SBEG;SBCN
SBEG;SBGO
SBEG;SBIZ
SBEG;SBSL
SBEG;SBBH
SBEG;SBCF
SBEG;SBZM
SBEG;SBGV
SBEG;SBMK
SBEG;SNPD
SBEG;SBIP
SBEG;SBUR
SBEG;SBUL
SBEG;SBDB
SBEG;SBCG
SBEG;SBCR
SBEG;SBDO
SBEG;SBTG
SBEG;SBAT
SBEG;SWRD
SBEG;SWSI
SBEG;SBCY
SBEG;SBHT
SBEG;SBBE
SBEG;SBIH
SBEG;SBMA
SBEG;SBTB
SBEG;SBCJ
SBEG;SBSN
SBEG;SBTU
SBEG;SBJP
SBEG;SBKG
SBEG;SBFN
SBEG;SBPL
SBEG;SBRF
SBEG;SBPB
SBEG;SBTE
SBEG;SBCA
SBEG;SBCT
SBEG;SBFI
SBEG;SBLO
SBEG;SBMG
SBEG;SBCB
SBEG;SBCP
SBEG;SBME
SBEG;SBGL
SBEG;SBNT
SBEG;SBSG
SBEG;SSKW
SBEG;SBPV
SBEG;SBVH
SBEG;SBBV
SBEG;SBCX
SBEG;SBPF
SBEG;SBPK
SBEG;SBPA
SBEG;SBSM
SBEG;SBCH
SBEG;SBFL
SBEG;SBCM
SBEG;SBJV
SBEG;SBNF
SBEG;SBAR
SBEG;SBAU
SBEG;SBAQ
SBEG;SBAE
SBEG;SBKP
SBEG;SBGR
SBEG;SBML
SBEG;SBDN
SBEG;SBRP
SBEG;SBSR
SBEG;SBSJ
SBEG;SBSP
SBEG;SWGN
SBEG;SBPJ
SBEG;SBRJ
SBSV;SBCZ
SBSV;SBRB
SBSV;SBMO
SBSV;SWKO
SBSV;SWEI
SBSV;SBEG
SBSV;SWPI
SBSV;SBUA
SBSV;SBTT
SBSV;SBTF
SBSV;SBMQ
SBSV;SNBR
SBSV;SBFE
SBSV;SBIL
SBSV;SBLE
SBSV;SBUF
SBSV;SBPS
SBSV;SBSV
SBSV;SNTF
SBSV;SNVB
SBSV;SBQV
SBSV;SBFZ
SBSV;SBJU
SBSV;SBBR
SBSV;SBVT
SBSV;SBCN
SBSV;SBGO
SBSV;SWLC
SBSV;SBIZ
SBSV;SBSL
SBSV;SBAX
SBSV;SBBH
SBSV;SBCF
SBSV;SBZM
SBSV;SBGV
SBSV;SBJF
SBSV;SBMK
SBSV;SNPD
SBSV;SBIP
SBSV;SBUR
SBSV;SBUL
SBSV;SBDB
SBSV;SBCG
SBSV;SBCR
SBSV;SBDO
SBSV;SBTG
SBSV;SBAT
SBSV;SWRD
SBSV;SWSI
SBSV;SBCY
SBSV;SBHT
SBSV;SBBE
SBSV;SBIH
SBSV;SBMA
SBSV;SBTB
SBSV;SBCJ
SBSV;SBSN
SBSV;SBJP
SBSV;SBKG
SBSV;SBFN
SBSV;SBPL
SBSV;SBRF
SBSV;SBPB
SBSV;SBTE
SBSV;SBCA
SBSV;SBCT
SBSV;SBFI
SBSV;SBLO
SBSV;SBMG
SBSV;SBCB
SBSV;SBCP
SBSV;SBME
SBSV;SBGL
SBSV;SBNT
SBSV;SBSG
SBSV;SSKW
SBSV;SBJI
SBSV;SBPV
SBSV;SBVH
SBSV;SBBV
SBSV;SBCX
SBSV;SBPF
SBSV;SBPK
SBSV;SBPA
SBSV;SBSM
SBSV;SBCH
SBSV;SBFL
SBSV;SBCM
SBSV;SBJV
SBSV;SBNF
SBSV;SBAR
SBSV;SBAU
SBSV;SBAQ
SBSV;SBAE
SBSV;SBKP
SBSV;SBGR
SBSV;SBML
SBSV;SBDN
SBSV;SBRP
SBSV;SBSR
SBSV;SBSJ
SBSV;SBSP
SBSV;SWGN
SBSV;SBPJ
SBSV;SBRJ
SBFZ;SBCZ
SBFZ;SBRB
SBFZ;SBMO
SBFZ;SWEI
SBFZ;SBEG
SBFZ;SBUA
SBFZ;SBTT
SBFZ;SBTF
SBFZ;SBMQ
SBFZ;SNBR
SBFZ;SBIL
SBFZ;SBLE
SBFZ;SBUF
SBFZ;SBPS
SBFZ;SBSV
SBFZ;SNTF
SBFZ;SBQV
SBFZ;SBFZ
SBFZ;SBJU
SBFZ;SBBR
SBFZ;SBVT
SBFZ;SBCN
SBFZ;SBGO
SBFZ;SWLC
SBFZ;SBIZ
SBFZ;SBSL
SBFZ;SBAX
SBFZ;SBBH
SBFZ;SBCF
SBFZ;SBZM
SBFZ;SBGV
SBFZ;SBJF
SBFZ;SBMK
SBFZ;SNPD
SBFZ;SBIP
SBFZ;SBUR
SBFZ;SBUL
SBFZ;SBDB
SBFZ;SBCG
SBFZ;SBCR
SBFZ;SBDO
SBFZ;SBTG
SBFZ;SBAT
SBFZ;SWRD
SBFZ;SWSI
SBFZ;SBCY
SBFZ;SBHT
SBFZ;SBBE
SBFZ;SBIH
SBFZ;SBMA
SBFZ;SBCJ
SBFZ;SBSN
SBFZ;SBJP
SBFZ;SBKG
SBFZ;SBFN
SBFZ;SBPL
SBFZ;SBRF
SBFZ;SBPB
SBFZ;SBTE
SBFZ;SBCA
SBFZ;SBCT
SBFZ;SBFI
SBFZ;SBLO
SBFZ;SBMG
SBFZ;SBCB
SBFZ;SBCP
SBFZ;SBME
SBFZ;SBGL
SBFZ;SBNT
SBFZ;SBSG
SBFZ;SSKW
SBFZ;SBJI
SBFZ;SBPV
SBFZ;SBVH
SBFZ;SBBV
SBFZ;SBCX
SBFZ;SBPF
SBFZ;SBPK
SBFZ;SBPA
SBFZ;SBSM
SBFZ;SBCH
SBFZ;SBFL
SBFZ;SBCM
SBFZ;SBJV
SBFZ;SBNF
SBFZ;SBAR
SBFZ;SBAU
SBFZ;SBAQ
SBFZ;SBAE
SBFZ;SBKP
SBFZ;SBGR
SBFZ;SBML
SBFZ;SBDN
SBFZ;SBRP
SBFZ;SBSR
SBFZ;SBSJ
SBFZ;SBSP
SBFZ;SWGN
SBFZ;SBPJ
SBFZ;SBRJ
SBBR;SBCZ
SBBR;SBRB
SBBR;SBMO
SBBR;SWKO
SBBR;SBEG
SBBR;SWPI
SBBR;SBUA
SBBR;SBTT
SBBR;SBTF
SBBR;SBMQ
SBBR;SNBR
SBBR;SBFE
SBBR;SBIL
SBBR;SBLE
SBBR;SBUF
SBBR;SBPS
SBBR;SBSV
SBBR;SNTF
SBBR;SNVB
SBBR;SBQV
SBBR;SBFZ
SBBR;SBJU
SBBR;SBBR
SBBR;SBVT
SBBR;SBGO
SBBR;SWLC
SBBR;SBCI
SBBR;SBIZ
SBBR;SBSL
SBBR;SBAX
SBBR;SBBH
SBBR;SBCF
SBBR;SNDV
SBBR;SBZM
SBBR;SBGV
SBBR;SBJF
SBBR;SBMK
SBBR;SNPD
SBBR;SBIP
SBBR;SBUR
SBBR;SBUL
SBBR;SBDB
SBBR;SBCG
SBBR;SBCR
SBBR;SBDO
SBBR;SBTG
SBBR;SBAT
SBBR;SWRD
SBBR;SWSI
SBBR;SBCY
SBBR;SBMD
SBBR;SBHT
SBBR;SBBE
SBBR;SBIH
SBBR;SBMA
SBBR;SBTB
SBBR;SDOW
SBBR;SBCJ
SBBR;SNDC
SBBR;SBSN
SBBR;SBJP
SBBR;SBKG
SBBR;SBFN
SBBR;SBPL
SBBR;SBRF
SBBR;SBPB
SBBR;SBTE
SBBR;SBCA
SBBR;SBCT
SBBR;SBFI
SBBR;SBLO
SBBR;SBMG
SBBR;SBCB
SBBR;SBCP
SBBR;SBME
SBBR;SBGL
SBBR;SBNT
SBBR;SBSG
SBBR;SSKW
SBBR;SBJI
SBBR;SBPV
SBBR;SBVH
SBBR;SBBV
SBBR;SBCX
SBBR;SBPF
SBBR;SBPK
SBBR;SBPA
SBBR;SBSM
SBBR;SBCH
SBBR;SBFL
SBBR;SBCM
SBBR;SBJV
SBBR;SBNF
SBBR;SBAR
SBBR;SBAU
SBBR;SBAQ
SBBR;SBAE
SBBR;SBKP
SBBR;SBGR
SBBR;SBML
SBBR;SBDN
SBBR;SBRP
SBBR;SBSR
SBBR;SBSJ
SBBR;SBSP
SBBR;SWGN
SBBR;SBPJ
SBBR;SBRJ
SBVT;SBCZ
SBVT;SBRB
SBVT;SBMO
SBVT;SWKO
SBVT;SBEG
SBVT;SWPI
SBVT;SBUA
SBVT;SBTT
SBVT;SBTF
SBVT;SBMQ
SBVT;SNBR
SBVT;SBFE
SBVT;SBIL
SBVT;SBLE
SBVT;SBUF
SBVT;SBPS
SBVT;SBSV
SBVT;SNTF
SBVT;SNVB
SBVT;SBQV
SBVT;SBFZ
SBVT;SBJU
SBVT;SBBR
SBVT;SBVT
SBVT;SBCN
SBVT;SBGO
SBVT;SWLC
SBVT;SBIZ
SBVT;SBSL
SBVT;SBAX
SBVT;SBBH
SBVT;SBCF
SBVT;SBZM
SBVT;SBGV
SBVT;SBJF
SBVT;SBMK
SBVT;SNPD
SBVT;SBIP
SBVT;SBUR
SBVT;SBUL
SBVT;SBDB
SBVT;SBCG
SBVT;SBCR
SBVT;SBDO
SBVT;SBTG
SBVT;SBAT
SBVT;SWRD
SBVT;SWSI
SBVT;SBCY
SBVT;SBHT
SBVT;SBBE
SBVT;SBIH
SBVT;SBMA
SBVT;SBTB
SBVT;SBCJ
SBVT;SBSN
SBVT;SBJP
SBVT;SBKG
SBVT;SBFN
SBVT;SBPL
SBVT;SBRF
SBVT;SBTE
SBVT;SBCA
SBVT;SBCT
SBVT;SBFI
SBVT;SBLO
SBVT;SBMG
SBVT;SBCB
SBVT;SBME
SBVT;SBGL
SBVT;SBNT
SBVT;SBSG
SBVT;SSKW
SBVT;SBJI
SBVT;SBPV
SBVT;SBVH
SBVT;SBBV
SBVT;SBCX
SBVT;SBPF
SBVT;SBPK
SBVT;SBPA
SBVT;SBSM
SBVT;SBCH
SBVT;SBFL
SBVT;SBCM
SBVT;SBJV
SBVT;SBNF
SBVT;SBAR
SBVT;SBAU
SBVT;SBAQ
SBVT;SBAE
SBVT;SBKP
SBVT;SBGR
SBVT;SBML
SBVT;SBDN
SBVT;SBRP
SBVT;SBSR
SBVT;SBSJ
SBVT;SBSP
SBVT;SWGN
SBVT;SBPJ
SBVT;SBRJ
SBCF;SBCZ
SBCF;SBRB
SBCF;SBMO
SBCF;SWKO
SBCF;SWEI
SBCF;SBEG
SBCF;SWPI
SBCF;SBUA
SBCF;SBTT
SBCF;SBTF
SBCF;SBMQ
SBCF;SNBR
SBCF;SBFE
SBCF;SBIL
SBCF;SBLE
SBCF;SBUF
SBCF;SBPS
SBCF;SBSV
SBCF;SNTF
SBCF;SNVB
SBCF;SBQV
SBCF;SBFZ
SBCF;SBJU
SBCF;SBBR
SBCF;SBVT
SBCF;SBCN
SBCF;SBGO
SBCF;SWLC
SBCF;SBIZ
SBCF;SBSL
SBCF;SBAX
SBCF;SBCF
SBCF;SBZM
SBCF;SBGV
SBCF;SBJF
SBCF;SBMK
SBCF;SNPD
SBCF;SBIP
SBCF;SBUR
SBCF;SBUL
SBCF;SBDB
SBCF;SBCG
SBCF;SBCR
SBCF;SBDO
SBCF;SBTG
SBCF;SBAT
SBCF;SWRD
SBCF;SWSI
SBCF;SBCY
SBCF;SBHT
SBCF;SBBE
SBCF;SBIH
SBCF;SBMA
SBCF;SBTB
SBCF;SBCJ
SBCF;SBSN
SBCF;SBTU
SBCF;SBJP
SBCF;SBKG
SBCF;SBFN
SBCF;SBPL
SBCF;SBRF
SBCF;SBPB
SBCF;SBTE
SBCF;SBCA
SBCF;SBCT
SBCF;SBFI
SBCF;SBLO
SBCF;SBMG
SBCF;SBCB
SBCF;SBCP
SBCF;SBME
SBCF;SBGL
SBCF;SBNT
SBCF;SBSG
SBCF;SSKW
SBCF;SBJI
SBCF;SBPV
SBCF;SBVH
SBCF;SBBV
SBCF;SBCX
SBCF;SBPF
SBCF;SBPK
SBCF;SBPA
SBCF;SBSM
SBCF;SBCH
SBCF;SBFL
SBCF;SBCM
SBCF;SBJV
SBCF;SBNF
SBCF;SBAR
SBCF;SBAU
SBCF;SBAQ
SBCF;SBAE
SBCF;SBKP
SBCF;SBGR
SBCF;SBML
SBCF;SBDN
SBCF;SBRP
SBCF;SBSR
SBCF;SBSJ
SBCF;SBSP
SBCF;SWGN
SBCF;SBPJ
SBCF;SBRJ
SBCG;SBCZ
SBCG;SBRB
SBCG;SBMO
SBCG;SWKO
SBCG;SBEG
SBCG;SWPI
SBCG;SBTT
SBCG;SBTF
SBCG;SBMQ
SBCG;SNBR
SBCG;SBFE
SBCG;SBIL
SBCG;SBLE
SBCG;SBUF
SBCG;SBPS
SBCG;SBSV
SBCG;SNTF
SBCG;SBQV
SBCG;SBFZ
SBCG;SBJU
SBCG;SBBR
SBCG;SBVT
SBCG;SBCN
SBCG;SBGO
SBCG;SWLC
SBCG;SBIZ
SBCG;SBSL
SBCG;SBAX
SBCG;SBBH
SBCG;SBCF
SBCG;SBZM
SBCG;SBGV
SBCG;SBJF
SBCG;SBMK
SBCG;SNPD
SBCG;SBIP
SBCG;SBUR
SBCG;SBUL
SBCG;SBCG
SBCG;SBCR
SBCG;SBDO
SBCG;SBTG
SBCG;SBAT
SBCG;SWRD
SBCG;SWSI
SBCG;SBCY
SBCG;SBHT
SBCG;SBBE
SBCG;SBIH
