origem;destino;preco;duracao
SBKP;SBIL;[2100, 2185];'[''7h 25m'', ''7h 25m'']'
SBKP;SBPS;[459, 534, 1394, 834];'[''10h 25m'', ''10h 25m'', ''1h 55m'', ''4h 15m'']'
SBKP;SBSV;[304, 384, 394, 459];'[''2h 20m'', ''2h 20m'', ''7h 35m'', ''7h 35m'']'
SBKP;SNVB;[2100, 2185];'[''3h 15m'', ''3h 15m'']'
SBKP;SBQV;[804, 884];'[''3h 20m'', ''3h 20m'']'
SBKP;SBFZ;[488, 568, 863, 928];'[''8h 10m'', ''8h 10m'', ''5h 40m'', ''5h 40m'']'
SBKP;SBJU;[403, 483];'[''2h 55m'', ''2h 55m'']'
SBKP;SBBR;[310, 310, 370, 390];'[''1h 35m'', ''1h 40m'', ''1h 40m'', ''1h 35m'']'
SBKP;SBVT;[272, 352, 690, 714];'[''1h 30m'', ''1h 30m'', ''3h 55m'', ''1h 30m'']'
SBKP;SBGO;[589, 669, 715, 795];'[''1h 25m'', ''1h 25m'', ''1h 25m'', ''1h 25m'', ''1h 25m'', ''1h 25m'']'
SBKP;SBIZ;[968, 1103, 1103, 1189];'[''17h'', ''17h'', ''17h'', ''17h'']'
SBKP;SBSL;[615, 677, 695, 742];'[''7h 50m'', ''11h 55m'', ''7h 50m'', ''11h 55m'']'
SBKP;SBCF;[286, 302, 366, 367];'[''1h 5m'', ''4h 35m'', ''1h 5m'', ''4h 35m'']'
SBKP;SBGV;[1288, 1373, 1863, 1948];'[''7h 5m'', ''7h 5m'', ''5h'', ''5h'']'
SBKP;SBJF;[610, 690];'[''1h 30m'', ''1h 30m'']'
SBKP;SBMK;[489, 569, 1240, 1325];'[''7h 10m'', ''7h 10m'', ''4h 5m'', ''4h 5m'']'
SBKP;SBIP;[537, 591, 617, 671];'[''4h 25m'', ''3h 30m'', ''4h 25m'', ''3h 30m'']'
SBKP;SBUR;[1876, 2046];'[''4h 50m'', ''4h 50m'']'
SBKP;SBUL;[494, 574, 714, 794];'[''1h 30m'', ''1h 30m'', ''1h 5m'', ''1h 5m'']'
SBKP;SBCG;[457, 537, 755, 835];'[''1h 35m'', ''1h 35m'', ''1h 40m'', ''1h 40m'']'
SBKP;SBCR;[750, 830];'[''2h 5m'', ''2h 5m'']'
SBKP;SBAT;[1111, 1191, 1222, 1302];'[''16h 45m'', ''16h 45m'', ''6h 35m'', ''6h 35m'']'
SBKP;SWSI;[877, 957, 1236, 1316];'[''14h 10m'', ''14h 10m'', ''6h 5m'', ''6h 5m'']'
SBKP;SBCY;[696, 726, 771, 806];'[''13h 50m'', ''2h 10m'', ''13h 50m'', ''2h 10m'']'
SBKP;SBHT;[1182, 1262, 1399, 1480];'[''5h 55m'', ''5h 55m'', ''16h 35m'', ''16h 35m'']'
SBKP;SBBE;[775, 840, 1037, 1102];'[''6h 5m'', ''6h 5m'', ''3h 35m'', ''3h 35m'']'
SBKP;SBMA;[533, 618, 838, 913];'[''6h 50m'', ''6h 50m'', ''9h'', ''9h'']'
SBKP;SBSN;[1347, 1422, 1547, 1622];'[''22h 5m'', ''22h 5m'', ''8h 35m'', ''8h 35m'']'
SBKP;SBJP;[516, 581, 1002, 1032];'[''11h 10m'', ''11h 10m'', ''17h 5m'', ''5h'']'
SBKP;SBKG;[816, 881];'[''15h 30m'', ''15h 30m'']'
SBKP;SBFN;[1025, 1105, 2073, 2148];'[''15h 25m'', ''15h 25m'', ''5h 20m'', ''5h 20m'']'
SBKP;SBPL;[1174, 1259];'[''5h 45m'', ''5h 45m'']'
SBKP;SBRF;[498, 530, 558, 610];'[''7h 50m'', ''3h 5m'', ''7h 50m'', ''3h 5m'']'
SBKP;SBTE;[485, 550, 627, 707];'[''4h 50m'', ''4h 50m'', ''3h 10m'', ''3h 10m'']'
SBKP;SBCA;[440, 520, 648, 728];'[''4h 5m'', ''4h 5m'', ''1h 20m'', ''1h 20m'']'
SBKP;SBCT;[413, 420, 494, 500];'[''6h 10m'', ''55m'', ''55m'', ''55m'', ''55m'']'
SBKP;SBFI;[620, 670, 700, 750];'[''1h 35m'', ''3h 30m'', ''1h 35m'', ''3h 30m'']'
SBKP;SBLO;[479, 559, 598, 639];'[''1h 25m'', ''1h 25m'', ''1h 25m'', ''3h 5m'']'
SBKP;SBMG;[328, 408, 477, 557];'[''1h 35m'', ''1h 35m'', ''3h 20m'', ''3h 20m'']'
SBKP;SBCB;[1105, 1190];'[''3h 25m'', ''3h 25m'']'
SBKP;SBGL;[707, 772, 808, 870];'[''1h 5m'', ''1h 5m'', ''16h 5m'', ''55m'']'
SBKP;SBSG;[953, 1165, 1100, 1130, 1135];'[''17h 40m'', ''6h 45m'', ''6h 45m'', ''5h 55m'', ''16h'']'
SBKP;SSKW;[1423, 1508];'[''16h 55m'', ''16h 55m'']'
SBKP;SBPV;[767, 832, 992, 1067];'[''6h 50m'', ''6h 50m'', ''7h 5m'', ''7h 5m'']'
SBKP;SBVH;[762, 838, 842, 918];'[''16h 45m'', ''4h 20m'', ''16h 45m'', ''4h 20m'']'
SBKP;SBBV;[1231, 1311];'[''6h'', ''6h'']'
SBKP;SBPF;[588, 668];'[''1h 35m'', ''1h 35m'']'
SBKP;SBPA;[524, 604, 640, 720];'[''1h 35m'', ''1h 35m'', ''1h 35m'', ''1h 35m'', ''1h 35m'', ''1h 35m'']'
SBKP;SBCH;[569, 649];'[''1h 25m'', ''1h 25m'']'
SBKP;SBFL;[482, 562, 650, 730];'[''1h 20m'', ''1h 20m'', ''1h 15m'', ''1h 15m'']'
SBKP;SBJV;[268, 348, 431, 511];'[''1h 20m'', ''1h 20m'', ''1h 20m'', ''1h 20m'']'
SBKP;SBNF;[546, 626, 656, 736];'[''1h 20m'', ''1h 20m'', ''1h 5m'', ''1h 5m'']'
SBKP;SBAR;[338, 413, 1164, 1239];'[''14h 40m'', ''14h 40m'', ''6h'', ''6h'']'
SBKP;SBAU;[550, 630];'[''1h 25m'', ''1h 25m'']'
SBKP;SBGR;[556, 753, 1773];'[''11h'', ''6h 15m'', ''6h 20m'']'
SBKP;SBML;[440, 520];'[''1h 10m'', ''1h 10m'']'
SBKP;SBDN;[410, 490];'[''1h 30m'', ''1h 30m'']'
SBKP;SBRP;[346, 426, 472, 552];'[''45m'', ''45m'', ''55m'', ''55m'']'
SBKP;SBSR;[430, 510, 733, 776];'[''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''8h 20m'', ''7h 15m'']'
SBKP;SBSP;[726, 985];'[''10h 15m'', ''4h 30m'']'
SBKP;SBPJ;[738, 818, 1694, 1738];'[''3h 15m'', ''3h 15m'', ''9h 40m'', ''9h 40m'']'
SBRP;SBGL;[378, 378, 458, 478];'[''20h 20m'', ''11h 55m'', ''20h 20m'', ''3h 5m'']'
SBRP;SBFL;[374, 439, 510, 510];'[''3h 50m'', ''3h 50m'', ''4h 45m'', ''9h 5m'']'
SBFL;SBJV;[518, 683, 2199, 2199];'[''7h 10m'', ''3h 10m'', ''3h 10m'', ''20h 40m'']'
SBTE;SBBR;[680, 747, 748, 765];'[''2h 10m'', ''2h 10m'', ''5h 50m'', ''2h 10m'']'
SBGO;SBPJ;[289, 356, 364, 819];'[''1h 15m'', ''1h 55m'', ''1h 15m'', ''1h 15m'']'
SBDN;SBRP;[647, 712, 727, 792];'[''4h 20m'', ''3h 45m'', ''4h 20m'', ''3h 45m'']'
SBSG;SBKG;[1563, 1628, 1800, 1865];'[''13h 15m'', ''13h 15m'', ''12h 40m'', ''12h 40m'']'
SBGO;SBGL;[344, 404, 491, 491];'[''1h 40m'', ''1h 40m'', ''4h 15m'', ''6h 10m'']'
SBSR;SBRP;[973, 973, 1038, 1053];'[''4h 40m'', ''4h 20m'', ''4h 20m'', ''4h 40m'']'
SBRP;SBSR;[973, 973, 1038, 1053];'[''3h 5m'', ''5h 5m'', ''5h 5m'', ''3h 5m'']'
SBRP;SBKP;[242, 322, 346, 426];'[''55m'', ''55m'', ''55m'', ''55m'', ''55m'', ''55m'']'
SBLO;SBCG;[529, 571, 575, 609];'[''11h 5m'', ''4h 50m'', ''4h 45m'', ''11h 5m'']'
SBMG;SBSV;[450, 515, 650, 661];'[''7h 25m'', ''7h 25m'', ''7h 25m'', ''13h 15m'']'
SBDN;SBBR;[485, 550, 605, 670];'[''4h 30m'', ''4h 30m'', ''7h 10m'', ''7h 10m'']'
SBDN;SBGL;[494, 559, 691, 756];'[''6h 20m'', ''6h 20m'', ''6h 5m'', ''6h 5m'']'
SBFI;SBSP;[456, 521, 469, 491, 500];'[''1h 45m'', ''1h 45m'', ''5h 45m'', ''1h 35m'', ''4h 55m'']'
SWSI;SBSP;[851, 931];'[''7h 35m'', ''7h 35m'']'
SBSR;SBGL;[376, 376, 441, 459];'[''7h 10m'', ''5h 35m'', ''7h 10m'', ''2h 45m'']'
SBAR;SBBR;[220, 275, 386, 451];'[''2h 5m'', ''2h 5m'', ''2h 15m'', ''2h 15m'']'
SBRP;SBBR;[353, 563, 498, 498, 515];'[''1h 35m'', ''3h 35m'', ''3h 35m'', ''7h 20m'', ''1h 35m'']'
SBFL;SBSP;[200, 227, 265, 292];'[''3h 20m'', ''1h 5m'', ''3h 20m'', ''1h 5m'']'
SBFL;SBRP;[318, 393, 340, 351, 356];'[''7h 25m'', ''7h 25m'', ''4h 45m'', ''3h 45m'', ''10h'']'
SBJV;SBFL;[755, 2199];'[''6h 35m'', ''6h 35m'']'
SNBR;SBSP;[623, 688];'[''8h 30m'', ''8h 30m'']'
SBFL;SBGR;[171, 171, 226, 261];'[''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 15m'']'
SBFI;SBGL;[707, 708, 777, 787];'[''2h'', ''4h 20m'', ''1h 55m'', ''1h 55m'', ''1h 55m'', ''2h'']'
SBSR;SBPA;[236, 236, 311, 318];'[''4h 55m'', ''6h 25m'', ''4h 55m'', ''5h 25m'']'
SBTE;SBGL;[536, 581, 616, 660];'[''7h 20m'', ''7h 10m'', ''7h 20m'', ''4h 35m'']'
SBGO;SBSP;[500, 565, 567, 623];'[''3h 45m'', ''3h 45m'', ''1h 40m'', ''1h 40m'', ''1h 35m'', ''1h 35m'']'
SBPJ;SBGO;[289, 304, 364, 819];'[''1h 15m'', ''1h 45m'', ''1h 15m'', ''1h 20m'']'
SBNF;SBSP;[600, 600, 659, 665];'[''55m'', ''1h'', ''1h'', ''55m'']'
SBCX;SBBR;[1093, 1158];'[''8h 50m'', ''8h 50m'']'
SBCX;SBGL;[872, 937];'[''4h 25m'', ''4h 25m'']'
SBRP;SBDN;[712, 792];'[''4h 30m'', ''4h 30m'']'
SBRP;SBSP;[230, 295];'[''55m'', ''55m'']'
SBKG;SBSG;[1800, 1865];'[''10h 15m'', ''10h 15m'']'
SBGO;SBBR;[439, 483, 524, 548];'[''45m'', ''40m'', ''45m'', ''40m'']'
SBRP;SBPA;[260, 325, 274, 274, 288];'[''5h 10m'', ''5h 10m'', ''5h 15m'', ''5h 15m'', ''5h 35m'']'
SBFL;SBBR;[509, 547, 547, 574];'[''4h 40m'', ''2h 10m'', ''5h 30m'', ''4h 40m'']'
SBFL;SBPA;[153, 220, 233, 278];'[''55m'', ''1h'', ''1h'', ''55m'', ''4h'']'
SBJV;SBSP;[255, 280, 320, 345];'[''1h'', ''1h'', ''1h'', ''1h'', ''1h'', ''1h'']'
SWPI;SBEG;[430, 620];'[''1h'', ''1h'']'
SBIZ;SBBR;[567, 632, 658, 743];'[''7h 20m'', ''7h 20m'', ''7h 25m'', ''7h 25m'']'
SBTE;SBBE;[644, 644, 676, 709];'[''10h 5m'', ''12h 5m'', ''2h 25m'', ''10h 5m'']'
SBKG;SBSP;[696, 761];'[''8h 40m'', ''8h 40m'']'
SBLO;SBBR;[273, 338, 355, 355];'[''6h 45m'', ''6h 45m'', ''10h 30m'', ''7h 20m'']'
SBLO;SBPA;[333, 393, 471, 495];'[''8h 45m'', ''8h 45m'', ''5h 10m'', ''4h 15m'']'
SBSL;SBGR;[715, 730, 795, 800];'[''3h 25m'', ''5h 5m'', ''5h 5m'', ''3h 25m'']'
SBCH;SBBR;[760, 825, 1070, 1135];'[''4h 15m'', ''4h 15m'', ''10h 45m'', ''10h 45m'']'
SWSI;SBPA;[1296, 1381, 1426, 1511];'[''8h 30m'', ''8h 30m'', ''8h 30m'', ''8h 30m'']'
SBUL;SBSP;[307, 367, 794, 869];'[''1h 10m'', ''1h 10m'', ''8h'', ''8h'']'
SBML;SBBR;[427, 440, 507, 520];'[''7h 15m'', ''4h 40m'', ''7h 15m'', ''4h 40m'']'
SBEG;SWCA;[842];'[''4h 45m'']'
SBEG;SWKO;[300];'[''1h'']'
SBEG;SWLB;[639];'[''1h 50m'']'
SBEG;SBUA;[930, 1100];'[''1h 5m'', ''1h 5m'']'
SBEG;SBLE;[633, 713];['11h 10m', '11h 10m']
SBEG;SBUF;[918, 998];['21h 45m', '21h 45m']
SBEG;SBSV;[573, 638, 667, 703];'[''10h 50m'', ''10h 50m'', ''6h 20m'', ''8h 35m'']'
SBEG;SNTF;[];[]
SBEG;SBZM;[];[]
SBEG;SBDB;[];[]
SBEG;SBDO;[];[]
SBEG;SBTG;[];[]
SBEG;SWRD;[1617, 1682];'[''8h 55m'', ''8h 55m'']'
SBEG;SBIH;[340, 800];'[''1h 15m'', ''1h 15m'']'
SBEG;SBTB;[300, 800];['1h 10m', '1h 10m']
SBEG;SBCJ;[756, 821, 970, 1035];'[''6h'', ''6h'', ''10h'', ''10h'']'
SBEG;SBPB;[];[]
SBEG;SBCB;[2100, 2185];'[''30h 45m'', ''30h 45m'']'
SBEG;SBME;[];[]
SBEG;SBNT;[];[]
SBEG;SBPV;[487, 487, 552, 567];'[''1h 20m'', ''1h 20m'', ''1h 30m'', ''1h 30m'', ''1h 20m'', ''1h 20m'']'
SBEG;SBCX;[1002, 1002, 1067, 1067];'[''8h 45m'', ''11h 30m'', ''8h 45m'', ''11h 30m'']'
SBEG;SBPK;[1070, 1150];'[''9h'', ''9h'']'
SBEG;SBSM;[837, 917];'[''13h 25m'', ''13h 25m'']'
SBEG;SBAE;[];[]
SBSV;SBTF;[2100, 2185];['14h 15m', '14h 15m']
SBSV;SBLE;[345, 425];['1h 5m', '1h 5m']
SBSV;SBUF;[1937, 2107];['18h 35m', '18h 35m']
SBSV;SNTF;[];[]
SBSV;SBZM;[];[]
SBSV;SBDB;[];[]
SBSV;SBDO;[];[]
SBSV;SBTG;[];[]
SBSV;SWRD;[1312, 1392];'[''8h 10m'', ''8h 10m'']'
SBSV;SWSI;[1360, 1440, 2100, 2185];'[''9h'', ''9h'', ''7h 25m'', ''7h 25m'']'
SBSV;SBTB;[];[]
SBSV;SBCJ;[797, 862, 886, 951];'[''6h 40m'', ''6h 40m'', ''9h 30m'', ''9h 30m'']'
SBSV;SBPB;[];[]
SBSV;SBCP;[692, 772];'[''5h 30m'', ''5h 30m'']'
SBSV;SBME;[];[]
SBSV;SBNT;[];[]
SBSV;SBJI;[];[]
SBSV;SBPK;[793, 872, 873, 952];'[''9h 55m'', ''9h 55m'', ''9h 55m'', ''9h 55m'']'
SBSV;SBSM;[1131, 1211];'[''8h'', ''8h'']'
SBSV;SBAE;[];[]
SBSV;SBSJ;[663, 743, 862, 942];'[''14h'', ''14h'', ''14h'', ''14h'']'
SBFZ;SBCZ;[1291, 1356];'[''9h'', ''9h'']'
SBFZ;SBTT;[1122, 1202];'[''12h 55m'', ''12h 55m'']'
SBFZ;SBTF;[1979, 2149];['20h 30m', '20h 30m']
SBFZ;SNTF;[];[]
SBFZ;SBCN;[1141, 1206, 2100, 2185];'[''7h 40m'', ''7h 40m'', ''13h 15m'', ''13h 15m'']'
SBFZ;SWLC;[812, 892, 2100, 2185];'[''8h 50m'', ''8h 50m'', ''18h 10m'', ''18h 10m'']'
SBFZ;SBSL;[215, 218, 228, 280];'[''1h 15m'', ''1h 20m'', ''1h 10m'', ''1h 15m'']'
SBFZ;SBZM;[];[]
SBFZ;SBDB;[];[]
SBFZ;SBCR;[2100, 2185];'[''10h 50m'', ''10h 50m'']'
SBFZ;SBDO;[];[]
SBFZ;SBTG;[];[]
SBFZ;SBCJ;[631, 696, 703, 707];'[''7h 45m'', ''7h 45m'', ''9h 15m'', ''5h 35m'']'
SBFZ;SBRF;[81, 115, 136, 170];'[''1h 10m'', ''1h 15m'', ''1h 15m'', ''1h 10m'', ''1h 10m'']'
SBFZ;SBPB;[];[]
SBFZ;SBCP;[692, 772];'[''7h 5m'', ''7h 5m'']'
SBFZ;SBME;[];[]
SBFZ;SBNT;[];[]
SBFZ;SBJI;[];[]
SBFZ;SBPK;[1156, 1236];'[''8h 55m'', ''8h 55m'']'
SBFZ;SBSM;[1049, 1129];'[''10h 15m'', ''10h 15m'']'
SBFZ;SBAE;[];[]
SBFZ;SBSJ;[854, 934];'[''15h 35m'', ''15h 35m'']'
SBBR;SBTT;[806, 886];'[''13h 35m'', ''13h 35m'']'
SBBR;SBTF;[2100, 2185];['13h 20m', '13h 20m']
SBBR;SBLE;[2100, 2185];['8h 55m', '8h 55m']
SBBR;SBUF;[408, 488, 1923, 2093];['19h', '19h', '18h 25m', '18h 25m']
SBBR;SNTF;[];[]
SBBR;SWLC;[536, 616];'[''4h 20m'', ''4h 20m'']'
SBBR;SBZM;[];[]
SBBR;SBUR;[639, 719];'[''5h 20m'', ''5h 20m'']'
SBBR;SBDB;[];[]
SBBR;SBDO;[];[]
SBBR;SBTG;[];[]
SBBR;SWRD;[792, 835, 858, 900];'[''19h 40m'', ''4h 50m'', ''19h 40m'', ''4h 50m'']'
SBBR;SBTB;[];[]
SBBR;SBCJ;[1043, 1123, 1443, 1508];'[''5h 55m'', ''5h 55m'', ''6h 25m'', ''6h 25m'']'
SBBR;SBPB;[];[]
SBBR;SBCP;[644, 724];'[''4h 45m'', ''4h 45m'']'
SBBR;SBME;[];[]
SBBR;SBNT;[];[]
SBBR;SBJI;[];[]
SBBR;SBPK;[465, 545, 657, 742];'[''15h 50m'', ''15h 50m'', ''6h 40m'', ''6h 40m'']'
SBBR;SBSM;[719, 799];'[''5h 45m'', ''5h 45m'']'
SBBR;SBAE;[];[]
SBBR;SBSJ;[535, 615, 839, 924];'[''13h 15m'', ''13h 15m'', ''9h 20m'', ''9h 20m'']'
SBVT;SBCZ;[1079, 1144];'[''12h 25m'', ''12h 25m'']'
SBVT;SBTT;[800, 880];'[''14h 15m'', ''14h 15m'']'
SBVT;SBTF;[2100, 2185];['14h', '14h']
SBVT;SBLE;[1952, 2122];['9h 5m', '9h 5m']
SBVT;SBUF;[424, 504];['14h 40m', '14h 40m']
SBVT;SNTF;[];[]
SBVT;SBCN;[1141, 1206];'[''5h 20m'', ''5h 20m'']'
SBVT;SWLC;[702, 782];'[''5h 20m'', ''5h 20m'']'
SBVT;SBZM;[];[]
SBVT;SBDB;[];[]
SBVT;SBDO;[];[]
SBVT;SBTG;[];[]
SBVT;SWRD;[1054, 1119];'[''5h 30m'', ''5h 30m'']'
SBVT;SBTB;[];[]
SBVT;SBCJ;[754, 797, 819, 862];'[''6h 5m'', ''14h 5m'', ''6h 5m'', ''14h 5m'']'
SBVT;SBME;[];[]
SBVT;SBNT;[];[]
SBVT;SBJI;[];[]
SBVT;SBCX;[369, 434, 921, 996];'[''5h 10m'', ''5h 10m'', ''9h 15m'', ''9h 15m'']'
SBVT;SBPK;[531, 611];'[''6h 30m'', ''6h 30m'']'
SBVT;SBSM;[744, 824];'[''6h 45m'', ''6h 45m'']'
SBVT;SBAE;[];[]
SBVT;SBSJ;[344, 424];'[''4h 15m'', ''4h 15m'']'
SBCF;SBCZ;[1079, 1144];'[''7h 40m'', ''7h 40m'']'
SBCF;SBTT;[660, 740];'[''13h 10m'', ''13h 10m'']'
SBCF;SBTF;[2100, 2185];['12h 55m', '12h 55m']
SBCF;SBLE;[892, 972];'[''17h 35m'', ''17h 35m'']'
SBCF;SBUF;[836, 916, 2100, 2185];['18h 25m', '18h 25m', '14h 55m', '14h 55m']
SBCF;SNTF;[];[]
SBCF;SWLC;[523, 603, 2100, 2185];'[''7h 30m'', ''7h 30m'', ''5h 50m'', ''5h 50m'']'
SBCF;SBZM;[];[]
SBCF;SBDB;[];[]
SBCF;SBDO;[];[]
SBCF;SBTG;[];[]
SBCF;SWRD;[829, 894];'[''4h 25m'', ''4h 25m'']'
SBCF;SBTB;[];[]
SBCF;SBCJ;[615, 680, 817, 882];'[''2h 30m'', ''2h 30m'', ''2h 30m'', ''2h 30m'']'
SBCF;SBPB;[];[]
SBCF;SBCP;[312, 392, 547, 632];'[''4h 40m'', ''4h 40m'', ''3h'', ''3h'']'
SBCF;SBME;[];[]
SBCF;SBNT;[];[]
SBCF;SBJI;[];[]
SBCF;SBPK;[642, 722, 858, 938];'[''4h 45m'', ''4h 45m'', ''15h 25m'', ''15h 25m'']'
SBCF;SBSM;[594, 674, 1873, 2043];'[''8h 55m'', ''8h 55m'', ''7h 15m'', ''7h 15m'']'
SBCF;SBAE;[];[]
SBCF;SBSJ;[293, 373, 1110, 1195];'[''10h 5m'', ''10h 5m'', ''7h 25m'', ''7h 25m'']'
SBCG;SBCZ;[1079, 1144, 1435, 1500];'[''14h 25m'', ''14h 25m'', ''10h 15m'', ''10h 15m'']'
SBCG;SBTT;[2100, 2185];'[''13h 35m'', ''13h 35m'']'
SBCG;SBTF;[2100, 2185];['14h 45m', '14h 45m']
SBCG;SBUF;[881, 961];['13h 45m', '13h 45m']
SBCG;SNTF;[];[]
SBCG;SBCN;[2100, 2185];['7h 10m', '7h 10m']
SBCG;SWLC;[2100, 2185];'[''4h 45m'', ''4h 45m'']'
SBCG;SBZM;[];[]
SBCG;SBDO;[];[]
SBCG;SBTG;[];[]
SBCG;SWRD;[1015, 1095, 2100, 2185];'[''19h 40m'', ''19h 40m'', ''4h 50m'', ''4h 50m'']'
SBCG;SBCJ;[2100, 2185];'[''8h 30m'', ''8h 30m'']'
SBCG;SBPB;[];[]
SBCG;SBCP;[2100, 2185];'[''7h 20m'', ''7h 20m'']'
SBCG;SBME;[];[]
SBCG;SBNT;[];[]
SBCG;SSKW;[938, 1018, 2033, 2132];'[''14h 10m'', ''14h 10m'', ''3h 45m'', ''3h 45m'']'
SBCG;SBJI;[];[]
SBCG;SBCX;[600, 665, 1406, 1471];'[''9h 25m'', ''9h 25m'', ''6h 40m'', ''6h 40m'']'
SBCG;SBPK;[1437, 1522];'[''6h 40m'', ''6h 40m'']'
SBCG;SBSM;[1022, 1107, 1467, 1552];'[''18h 45m'', ''18h 45m'', ''6h 10m'', ''6h 10m'']'
SBCG;SBAE;[];[]
SBCG;SBSJ;[799, 879];'[''13h 25m'', ''13h 25m'']'
SBCY;SBTT;[1223, 1303];'[''14h 50m'', ''14h 50m'']'
SBCY;SBTF;[2100, 2185];['15h 30m', '15h 30m']
SBCY;SBLE;[661, 741];'[''18h 10m'', ''18h 10m'']'
SBCY;SBUF;[537, 617, 2100, 2185];['23h 35m', '23h 35m', '19h 50m', '19h 50m']
SBCY;SNTF;[];[]
SBCY;SBCN;[2100, 2185];'[''10h 55m'', ''10h 55m'']'
SBCY;SWLC;[770, 850];'[''4h 40m'', ''4h 40m'']'
SBCY;SBZM;[];[]
SBCY;SBDO;[];[]
SBCY;SBTG;[];[]
SBCY;SWRD;[969, 1049, 1121, 1201];'[''10h 45m'', ''10h 45m'', ''6h 5m'', ''6h 5m'']'
SBCY;SBCJ;[1043, 1123, 1443, 1508];'[''8h 40m'', ''8h 40m'', ''8h 45m'', ''8h 45m'']'
SBCY;SBPB;[];[]
SBCY;SBCP;[644, 724];'[''5h 45m'', ''5h 45m'']'
SBCY;SBME;[];[]
SBCY;SBNT;[];[]
SBCY;SSKW;[940, 1020];'[''1h 20m'', ''1h 20m'']'
SBCY;SBJI;[];[]
SBCY;SBCX;[726, 791, 1268, 1333];'[''4h 25m'', ''4h 25m'', ''7h 5m'', ''7h 5m'']'
SBCY;SBPK;[658, 738, 2100, 2185];'[''9h 15m'', ''9h 15m'', ''8h 20m'', ''8h 20m'']'
SBCY;SBSM;[855, 935];'[''6h 5m'', ''6h 5m'']'
SBCY;SBAE;[];[]
SBCY;SBSJ;[759, 839];'[''13h 40m'', ''13h 40m'']'
SBBE;SBLE;[738, 818];'[''21h 45m'', ''21h 45m'']'
SBBE;SBUF;[2008, 2178];['21h 10m', '21h 10m']
SBBE;SNTF;[];[]
SBBE;SBZM;[];[]
SBBE;SBJF;[802, 882];'[''13h'', ''13h'']'
SBBE;SBDB;[];[]
SBBE;SBCR;[1159, 1239];['25h 5m', '25h 5m']
SBBE;SBDO;[];[]
SBBE;SBTG;[];[]
SBBE;SWRD;[1237, 1317];'[''8h 20m'', ''8h 20m'']'
SBBE;SBIH;[680, 1100];'[''2h 50m'', ''2h 50m'']'
SBBE;SBTB;[680, 1100];['3h 35m', '3h 35m']
SBBE;SBCJ;[60, 125, 175, 240];'[''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'']'
SBBE;SBKG;[680, 716, 742, 781];'[''6h 30m'', ''9h 50m'', ''6h 30m'', ''9h 50m'']'
SBBE;SBPL;[903, 968, 1873, 1948];'[''9h 15m'', ''9h 15m'', ''21h 5m'', ''21h 5m'']'
SBBE;SBPB;[];[]
SBBE;SBME;[];[]
SBBE;SBNT;[];[]
SBBE;SBJI;[];[]
SBBE;SBCX;[1093, 1158];'[''8h 35m'', ''8h 35m'']'
SBBE;SBPK;[1017, 1097];'[''10h 50m'', ''10h 50m'']'
SBBE;SBSM;[832, 912];['23h 45m', '23h 45m']
SBBE;SBAU;[1031, 1111];'[''7h 10m'', ''7h 10m'']'
SBBE;SBAE;[];[]
SBBE;SBML;[658, 738];'[''7h'', ''7h'']'
SBBE;SBSJ;[895, 975];'[''13h 10m'', ''13h 10m'']'
SBRF;SBMO;[355, 435, 852, 917];'[''50m'', ''50m'', ''50m'', ''50m'', ''50m'', ''50m'', ''50m'', ''50m'', ''6h 5m'', ''6h 5m'']'
SBRF;SBTT;[930, 1010];'[''11h 25m'', ''11h 25m'']'
SBRF;SBTF;[980, 1060];['11h 10m', '11h 10m']
SBRF;SBLE;[669, 749];'[''21h 25m'', ''21h 25m'']'
SBRF;SBUF;[334];'[''1h 15m'']'
SBRF;SNTF;[];[]
SBRF;SBZM;[];[]
SBRF;SBDB;[];[]
SBRF;SBDO;[];[]
SBRF;SBTG;[];[]
SBRF;SWRD;[1329, 1409];'[''8h'', ''8h'']'
SBRF;SBPB;[];[]
SBRF;SBCP;[692, 772];'[''7h 45m'', ''7h 45m'']'
SBRF;SBME;[];[]
SBRF;SBNT;[];[]
SBRF;SSKW;[1559, 1639, 2100, 2185];'[''21h 15m'', ''21h 15m'', ''11h 45m'', ''11h 45m'']'
SBRF;SBJI;[];[]
SBRF;SBPK;[894, 974];'[''9h 30m'', ''9h 30m'']'
SBRF;SBSM;[1297, 1377];'[''8h 10m'', ''8h 10m'']'
SBRF;SBAE;[];[]
SBRF;SBSJ;[670, 737, 750, 817];'[''10h 35m'', ''14h 10m'', ''10h 35m'', ''14h 10m'']'
SBCT;SBTT;[741, 821];'[''12h 45m'', ''12h 45m'']'
SBCT;SBTF;[2100, 2185];['12h 30m', '12h 30m']
SBCT;SBLE;[735, 815];'[''17h 40m'', ''17h 40m'']'
SBCT;SBUF;[1072, 1152];['17h 55m', '17h 55m']
SBCT;SNTF;[];[]
SBCT;SWLC;[476, 556];'[''3h 55m'', ''3h 55m'']'
SBCT;SBZM;[];[]
SBCT;SBDB;[];[]
SBCT;SBDO;[];[]
SBCT;SBTG;[];[]
SBCT;SBTB;[];[]
