origem;destino;custo_menor_custo;duracao_menor_custo;custo_menor_duracao;duracao_menor_duracao
SBBE;SBDN;[1071, 1124, 1136, 1189];['6h 55m', '10h 50m', '6h 55m', '10h 50m'];[1071, 1124, 1136, 1189];['6h 55m', '10h 50m', '6h 55m', '10h 50m']
SBBE;SBRP;[757, 1183, 758, 937, 1118];['26h 30m', '8h 40m', '20h 30m', '32h 5m', '8h 40m'];[757, 1183, 758, 937, 1118];['26h 30m', '8h 40m', '20h 30m', '32h 5m', '8h 40m']
SBBE;SBSR;[621, 668, 668, 686];['7h 15m', '17h 35m', '9h 25m', '7h 15m'];[621, 668, 668, 686];['7h 15m', '17h 35m', '9h 25m', '7h 15m']
SBBE;SBSJ;[983, 1063];['13h 5m', '13h 5m'];[983, 1063];['13h 5m', '13h 5m']
SBBE;SBSP;[910, 975, 999, 1082];['5h', '5h', '5h', '5h', '5h 30m', '5h 5m'];[910, 975, 999, 1082];['5h', '5h', '5h', '5h', '5h 30m', '5h 5m']
SBBE;SWGN;[1308, 1373];['23h 15m', '23h 15m'];[1308, 1373];['23h 15m', '23h 15m']
SBBE;SBPJ;[1053, 1138, 1053, 1064, 1064];['6h 55m', '6h 55m', '10h 55m', '4h 50m', '7h 50m'];[1053, 1138, 1053, 1064, 1064];['6h 55m', '6h 55m', '10h 55m', '4h 50m', '7h 50m']
SBBE;SBRJ;[1129, 1194, 1129, 1129, 1129];['5h 5m', '5h 5m', '5h 30m', '14h 55m', '10h 55m'];[1129, 1194, 1129, 1129, 1129];['5h 5m', '5h 5m', '5h 30m', '14h 55m', '10h 55m']
SBRF;SBCZ;[1248, 1313];['9h 10m', '9h 10m'];[1248, 1313];['9h 10m', '9h 10m']
SBRF;SBRB;[1093, 1188, 1093, 1093, 1093];['7h 10m', '7h 10m', '26h 10m', '27h 45m', '27h 45m'];[1093, 1188, 1093, 1093, 1093];['7h 10m', '7h 10m', '26h 10m', '27h 45m', '27h 45m']
SBRF;SBMO;[407, 448, 487, 528];['50m', '50m', '50m', '50m', '50m', '50m'];[407, 448, 487, 528];['50m', '50m', '50m', '50m', '50m', '50m']
SBRF;SWEI;[];[];[];[]
SBRF;SBEG;[600, 790, 710, 608, 614];['9h 55m', '4h 10m', '4h 10m', '7h 50m', '6h 55m'];[600, 790, 710, 608, 614];['9h 55m', '4h 10m', '4h 10m', '7h 50m', '6h 55m']
SBRF;SWPI;[];[];[];[]
SBRF;SBTT;[1001, 1081];['11h 35m', '11h 35m'];[1001, 1081];['11h 35m', '11h 35m']
SBRF;SBTF;[];[];[];[]
SBRF;SBMQ;[789, 843, 846, 849];['26h 35m', '23h 5m', '38h 45m', '35h 15m'];[789, 843, 846, 849];['26h 35m', '23h 5m', '38h 45m', '35h 15m']
SBRF;SNBR;[1073, 1138, 1198, 1263];['7h 50m', '7h 50m', '5h 45m', '5h 45m'];[1073, 1138, 1198, 1263];['7h 50m', '7h 50m', '5h 45m', '5h 45m']
SBRF;SBFE;[];[];[];[]
SBRF;SBIL;[970, 1035, 1128, 1143];['6h 10m', '6h 10m', '23h 10m', '40h 25m'];[970, 1035, 1128, 1143];['6h 10m', '6h 10m', '23h 10m', '40h 25m']
SBRF;SBLE;[767, 847];['19h 55m', '19h 55m'];[767, 847];['19h 55m', '19h 55m']
SBRF;SBUF;[];[];[];[]
SBRF;SBPS;[781, 900, 900, 990];['34h 35m', '22h 25m', '10h 35m', '10h 35m'];[781, 900, 900, 990];['34h 35m', '22h 25m', '10h 35m', '10h 35m']
SBRF;SBSV;[226, 291, 319, 384];['5h 5m', '5h 5m', '1h 25m', '1h 25m'];[226, 291, 319, 384];['5h 5m', '5h 5m', '1h 25m', '1h 25m']
SBRF;SNTF;[];[];[];[]
SBRF;SBQV;[828, 887, 893, 911];['3h 50m', '7h 30m', '3h 50m', '6h 35m'];[828, 887, 893, 911];['3h 50m', '7h 30m', '3h 50m', '6h 35m']
SBRF;SBFZ;[81, 81, 115, 156];['1h 25m', '1h 25m', '1h 20m', '1h 25m'];[81, 81, 115, 156];['1h 25m', '1h 25m', '1h 20m', '1h 25m']
SBRF;SBJU;[250, 330, 535, 616];['1h 30m', '1h 30m', '1h 30m', '1h 30m', '3h 5m', '3h 5m'];[250, 330, 535, 616];['1h 30m', '1h 30m', '1h 30m', '1h 30m', '3h 5m', '3h 5m']
SBRF;SBBR;[773, 838, 790, 792, 825];['7h 35m', '7h 35m', '15h 15m', '19h', '2h 40m'];[773, 838, 790, 792, 825];['7h 35m', '7h 35m', '15h 15m', '19h', '2h 40m']
SBRF;SBVT;[500, 540, 560, 599];['5h 30m', '2h 20m', '5h 30m', '5h 35m'];[500, 540, 560, 599];['5h 30m', '2h 20m', '5h 30m', '5h 35m']
SBRF;SBCN;[1118, 1183, 1193, 1258];['10h 35m', '10h 35m', '7h 5m', '7h 5m'];[1118, 1183, 1193, 1258];['10h 35m', '10h 35m', '7h 5m', '7h 5m']
SBRF;SBGO;[550, 934, 586, 689, 869];['32h 15m', '6h 20m', '25h 25m', '33h 35m', '6h 20m', '6h 20m'];[550, 934, 586, 689, 869];['32h 15m', '6h 20m', '25h 25m', '33h 35m', '6h 20m', '6h 20m']
SBRF;SWLC;[1240, 1320, 2100, 2185];['6h 50m', '6h 50m', '16h 20m', '16h 20m'];[1240, 1320, 2100, 2185];['6h 50m', '6h 50m', '16h 20m', '16h 20m']
SBRF;SBIZ;[544, 604, 605, 671];['14h 15m', '14h 15m', '3h 45m', '3h 45m'];[544, 604, 605, 671];['14h 15m', '14h 15m', '3h 45m', '3h 45m']
SBRF;SBSL;[574, 771, 691, 616, 622];['16h 10m', '2h', '2h', '22h 20m', '3h 25m'];[574, 771, 691, 616, 622];['16h 10m', '2h', '2h', '22h 20m', '3h 25m']
SBRF;SBAX;[];[];[];[]
SBRF;SBBH;[];[];[];[]
SBRF;SBCF;[732, 792, 824, 732, 742];['8h', '8h', '2h 20m', '18h 10m', '4h 40m'];[732, 792, 824, 732, 742];['8h', '8h', '2h 20m', '18h 10m', '4h 40m']
SBRF;SBZM;[];[];[];[]
SBRF;SBGV;[1505, 1590, 1932, 2017];['10h 30m', '10h 30m', '4h 10m', '4h 10m'];[1505, 1590, 1932, 2017];['10h 30m', '10h 30m', '4h 10m', '4h 10m']
SBRF;SBJF;[962, 1042, 1572, 1657];['7h 45m', '7h 45m', '6h 5m', '6h 5m'];[962, 1042, 1572, 1657];['7h 45m', '7h 45m', '6h 5m', '6h 5m']
SBRF;SBMK;[838, 887, 887, 918];['10h 45m', '4h 25m', '9h 25m', '10h 45m'];[838, 887, 887, 918];['10h 45m', '4h 25m', '9h 25m', '10h 45m']
SBRF;SNPD;[];[];[];[]
SBRF;SBIP;[1007, 1087, 1108, 1188];['3h 55m', '3h 55m', '9h 55m', '9h 55m'];[1007, 1087, 1108, 1188];['3h 55m', '3h 55m', '9h 55m', '9h 55m']
SBRF;SBUR;[866, 946];['6h 40m', '6h 40m'];[866, 946];['6h 40m', '6h 40m']
SBRF;SBUL;[660, 660, 705, 730];['13h 30m', '19h 45m', '19h 45m', '13h 30m'];[660, 660, 705, 730];['13h 30m', '19h 45m', '19h 45m', '13h 30m']
SBRF;SBDB;[];[];[];[]
SBRF;SBCG;[583, 760, 853, 862];['41h 5m', '23h 5m', '21h 50m', '17h 50m'];[583, 760, 853, 862];['41h 5m', '23h 5m', '21h 50m', '17h 50m']
SBRF;SBCR;[];[];[];[]
SBRF;SBDO;[];[];[];[]
SBRF;SBTG;[];[];[];[]
SBRF;SBAT;[1081, 1161];['12h 15m', '12h 15m'];[1081, 1161];['12h 15m', '12h 15m']
SBRF;SWRD;[2100, 2185];['8h', '8h'];[2100, 2185];['8h', '8h']
SBRF;SWSI;[2100, 2185];['10h 10m', '10h 10m'];[2100, 2185];['10h 10m', '10h 10m']
SBRF;SBCY;[822, 892, 822, 822, 822];['24h 55m', '24h 55m', '24h 55m', '24h 55m', '9h 50m'];[822, 892, 822, 822, 822];['24h 55m', '24h 55m', '24h 55m', '24h 55m', '9h 50m']
SBRF;SBHT;[1218, 1298];['5h 30m', '5h 30m'];[1218, 1298];['5h 30m', '5h 30m']
SBRF;SBBE;[499, 499, 504, 554];['4h 35m', '16h 40m', '2h 45m', '4h 35m'];[499, 499, 504, 554];['4h 35m', '16h 40m', '2h 45m', '4h 35m']
SBRF;SBIH;[];[];[];[]
SBRF;SBMA;[683, 912, 982, 1013];['16h 40m', '10h 25m', '10h 25m', '7h 55m'];[683, 912, 982, 1013];['16h 40m', '10h 25m', '10h 25m', '7h 55m']
SBRF;SBCJ;[851, 916, 1002, 1067];['8h', '8h', '8h 55m', '8h 55m'];[851, 916, 1002, 1067];['8h', '8h', '8h 55m', '8h 55m']
SBRF;SBSN;[504, 569, 739, 784];['5h 50m', '5h 50m', '18h 25m', '4h 40m'];[504, 569, 739, 784];['5h 50m', '5h 50m', '18h 25m', '4h 40m']
SBRF;SBTU;[];[];[];[]
SBRF;SBJP;[560, 640, 1385, 1420];['40m', '40m', '40m', '40m', '11h 15m', '40m'];[560, 640, 1385, 1420];['40m', '40m', '40m', '40m', '11h 15m', '40m']
SBRF;SBKG;[311, 391, 409, 489];['45m', '45m', '45m', '45m'];[311, 391, 409, 489];['45m', '45m', '45m', '45m']
SBRF;SBFN;[718, 798, 1021, 1106];['1h 10m', '1h 10m', '1h 10m', '1h 10m'];[718, 798, 1021, 1106];['1h 10m', '1h 10m', '1h 10m', '1h 10m']
SBRF;SBPL;[926, 991, 1000, 1075];['7h 40m', '7h 40m', '1h 20m', '1h 20m'];[926, 991, 1000, 1075];['7h 40m', '7h 40m', '1h 20m', '1h 20m']
SBRF;SBRF;[];[];[];[]
SBRF;SBPB;[];[];[];[]
SBRF;SBTE;[367, 447, 502, 562];['1h 50m', '1h 50m', '4h 30m', '4h 30m'];[367, 447, 502, 562];['1h 50m', '1h 50m', '4h 30m', '4h 30m']
SBRF;SBCA;[829, 836, 877, 901];['8h', '6h 25m', '9h 40m', '6h 25m'];[829, 836, 877, 901];['8h', '6h 25m', '9h 40m', '6h 25m']
SBRF;SBCT;[861, 946, 861, 861, 891];['6h 55m', '6h 55m', '18h 35m', '10h 20m', '5h 35m'];[861, 946, 861, 861, 891];['6h 55m', '6h 55m', '18h 35m', '10h 20m', '5h 35m']
SBRF;SBFI;[771, 799, 864, 888];['36h 15m', '23h 25m', '26h 25m', '36h 15m'];[771, 799, 864, 888];['36h 15m', '23h 25m', '26h 25m', '36h 15m']
SBRF;SBLO;[661, 726, 641, 682, 695];['10h 50m', '10h 50m', '37h 25m', '35h 15m', '11h 50m'];[661, 726, 641, 682, 695];['10h 50m', '10h 50m', '37h 25m', '35h 15m', '11h 50m']
SBRF;SBCP;923;8h 15m;923;8h 15m
SBRF;SBME;[];[];[];[]
SBRF;SBGL;[658, 738, 703, 723, 736];['9h 35m', '9h 35m', '5h 25m', '3h', '3h'];[658, 738, 703, 723, 736];['9h 35m', '9h 35m', '5h 25m', '3h', '3h']
SBRF;SBNT;[];[];[];[]
SBRF;SBSG;[392, 456, 456, 472];['1h', '1h', '1h', '1h', '2h 55m', '1h', '1h', '1h'];[392, 456, 456, 472];['1h', '1h', '1h', '1h', '2h 55m', '1h', '1h', '1h']
SBRF;SSKW;[1496, 1576];['12h 15m', '12h 15m'];[1496, 1576];['12h 15m', '12h 15m']
SBRF;SBJI;[];[];[];[]
SBRF;SBPV;[687, 811, 857, 881];['20h 30m', '11h 45m', '6h 40m', '11h 45m'];[687, 811, 857, 881];['20h 30m', '11h 45m', '6h 40m', '11h 45m']
SBRF;SBVH;[2100, 2185];['12h 20m', '12h 20m'];[2100, 2185];['12h 20m', '12h 20m']
SBRF;SBBV;[1169, 1169, 1234, 1234];['9h', '11h 35m', '9h', '11h 35m'];[1169, 1169, 1234, 1234];['9h', '11h 35m', '9h', '11h 35m']
SBRF;SBCX;[829, 829, 894, 894];['8h', '12h 45m', '8h', '12h 45m'];[829, 829, 894, 894];['8h', '12h 45m', '8h', '12h 45m']
SBRF;SBPF;[1044, 1081, 1125, 1146];['10h 55m', '6h 40m', '10h 55m', '6h 40m'];[1044, 1081, 1125, 1146];['10h 55m', '6h 40m', '10h 55m', '6h 40m']
SBRF;SBPK;[1071, 1151];['10h', '10h'];[1071, 1151];['10h', '10h']
SBRF;SBPA;[694, 731, 741, 756];['7h 35m', '5h 50m', '5h 50m', '5h 50m', '7h 35m'];[694, 731, 741, 756];['7h 35m', '5h 50m', '5h 50m', '5h 50m', '7h 35m']
SBRF;SBSM;[1567, 1647, 2100, 2185];['14h 40m', '14h 40m', '8h 10m', '8h 10m'];[1567, 1647, 2100, 2185];['14h 40m', '14h 40m', '8h 10m', '8h 10m']
SBRF;SBCH;[925, 931, 977, 990];['12h 25m', '12h 55m', '6h 35m', '12h 25m'];[925, 931, 977, 990];['12h 25m', '12h 55m', '6h 35m', '12h 25m']
SBRF;SBFL;[795, 875, 795, 802, 806];['6h 25m', '6h 25m', '23h 5m', '12h 40m', '5h 30m', '5h 30m'];[795, 875, 795, 802, 806];['6h 25m', '6h 25m', '23h 5m', '12h 40m', '5h 30m', '5h 30m']
SBRF;SBCM;[];[];[];[]
SBRF;SBJV;[285, 300, 347, 366];['12h 25m', '8h 10m', '12h 25m', '8h 10m'];[285, 300, 347, 366];['12h 25m', '8h 10m', '12h 25m', '8h 10m']
SBRF;SBNF;[653, 748, 683, 683, 724];['33h 5m', '15h 25m', '15h 25m', '13h 45m', '5h 10m'];[653, 748, 683, 683, 724];['33h 5m', '15h 25m', '15h 25m', '13h 45m', '5h 10m']
SBRF;SBAR;[311, 390, 391, 470];['1h 20m', '1h 15m', '1h 20m', '1h 15m'];[311, 390, 391, 470];['1h 20m', '1h 15m', '1h 20m', '1h 15m']
SBRF;SBAU;[705, 768, 785, 848];['12h 35m', '6h 20m', '12h 35m', '6h 20m'];[705, 768, 785, 848];['12h 35m', '6h 20m', '12h 35m', '6h 20m']
SBRF;SBAQ;[];[];[];[]
SBRF;SBAE;[];[];[];[]
SBRF;SBKP;[560, 640, 649, 670];['3h 10m', '3h 10m', '9h 50m', '4h 35m'];[560, 640, 649, 670];['3h 10m', '3h 10m', '9h 50m', '4h 35m']
SBRF;SBGR;[469, 503, 534, 568];['3h 25m', '3h 15m', '3h 25m', '3h 15m'];[469, 503, 534, 568];['3h 25m', '3h 15m', '3h 25m', '3h 15m']
SBRF;SBML;[725, 805, 1530, 1615];['6h 25m', '6h 25m', '6h 40m', '6h 40m'];[725, 805, 1530, 1615];['6h 25m', '6h 25m', '6h 40m', '6h 40m']
SBRF;SBDN;[666, 731, 780, 855];['12h 35m', '12h 35m', '6h 5m', '6h 5m'];[666, 731, 780, 855];['12h 35m', '12h 35m', '6h 5m', '6h 5m']
SBRF;SBRP;[707, 749, 749, 772];['7h 55m', '10h 45m', '24h 5m', '7h 55m'];[707, 749, 749, 772];['7h 55m', '10h 45m', '24h 5m', '7h 55m']
SBRF;SBSR;[626, 724, 664, 664, 670];['31h 50m', '8h', '8h', '12h 30m', '18h 15m'];[626, 724, 664, 664, 670];['31h 50m', '8h', '8h', '12h 30m', '18h 15m']
SBRF;SBSJ;[882, 962, 2100, 2185];['10h 40m', '10h 40m', '14h 10m', '14h 10m'];[882, 962, 2100, 2185];['10h 40m', '10h 40m', '14h 10m', '14h 10m']
SBRF;SBSP;[590, 650, 672, 717];['8h 35m', '8h 35m', '3h 20m', '4h 15m'];[590, 650, 672, 717];['8h 35m', '8h 35m', '3h 20m', '4h 15m']
SBRF;SWGN;[1501, 1566];['17h 45m', '17h 45m'];[1501, 1566];['17h 45m', '17h 45m']
SBRF;SBPJ;[993, 1003, 1068, 1068];['10h 35m', '4h 50m', '4h 50m', '12h 55m'];[993, 1003, 1068, 1068];['10h 35m', '4h 50m', '4h 50m', '12h 55m']
SBRF;SBRJ;[760, 800, 822, 800];['4h 50m', '6h', '4h 50m', '8h 5m'];[760, 800, 822, 800];['4h 50m', '6h', '4h 50m', '8h 5m']
SBCT;SBCZ;[1431, 1496];['8h 25m', '8h 25m'];[1431, 1496];['8h 25m', '8h 25m']
SBCT;SBRB;[1153, 1312, 1247, 1247, 1247];['20h 25m', '10h 45m', '10h 45m', '6h 5m', '26h 50m'];[1153, 1312, 1247, 1247, 1247];['20h 25m', '10h 45m', '10h 45m', '6h 5m', '26h 50m']
SBCT;SBMO;[797, 1258, 832, 1008, 1185];['25h 50m', '7h 25m', '20h 15m', '15h 30m', '7h 25m'];[797, 1258, 832, 1008, 1185];['25h 50m', '7h 25m', '20h 15m', '15h 30m', '7h 25m']
SBCT;SWKO;[];[];[];[]
SBCT;SWEI;[];[];[];[]
SBCT;SBEG;[731, 745, 754, 796];['5h 55m', '6h', '5h 55m', '5h 55m'];[731, 745, 754, 796];['5h 55m', '6h', '5h 55m', '5h 55m']
SBCT;SWPI;[];[];[];[]
SBCT;SBUA;[];[];[];[]
SBCT;SBTT;[741, 821];['12h 45m', '12h 45m'];[741, 821];['12h 45m', '12h 45m']
SBCT;SBTF;[];[];[];[]
SBCT;SBMQ;[942, 992, 992, 1004];['7h 15m', '5h 30m', '36h 40m', '7h 15m'];[942, 992, 992, 1004];['7h 15m', '5h 30m', '36h 40m', '7h 15m']
SBCT;SNBR;[647, 712, 825, 870];['4h 50m', '4h 50m', '28h 30m', '12h 50m'];[647, 712, 825, 870];['4h 50m', '4h 50m', '28h 30m', '12h 50m']
SBCT;SBFE;[];[];[];[]
SBCT;SBIL;[647, 712, 788, 853];['9h 20m', '9h 20m', '5h 20m', '5h 20m'];[647, 712, 788, 853];['9h 20m', '9h 20m', '5h 20m', '5h 20m']
SBCT;SBLE;[915, 995];['17h 20m', '17h 20m'];[915, 995];['17h 20m', '17h 20m']
SBCT;SBUF;[];[];[];[]
SBCT;SBPS;[470, 530, 470, 483, 483];['4h 50m', '4h 50m', '28h 40m', '4h 20m', '14h 5m'];[470, 530, 470, 483, 483];['4h 50m', '4h 50m', '28h 40m', '4h 20m', '14h 5m']
SBCT;SBSV;[933, 995, 976, 982, 982];['4h 15m', '4h 15m', '4h 45m', '4h 10m', '4h 25m'];[933, 995, 976, 982, 982];['4h 15m', '4h 15m', '4h 45m', '4h 10m', '4h 25m']
SBCT;SNTF;[];[];[];[]
SBCT;SNVB;[];[];[];[]
SBCT;SBQV;[556, 621, 685, 750];['3h 30m', '3h 30m', '4h 40m', '4h 40m'];[556, 621, 685, 750];['3h 30m', '3h 30m', '4h 40m', '4h 40m']
SBCT;SBFZ;[636, 670, 684, 698];['5h 35m', '5h 20m', '5h 20m', '5h 30m', '5h 35m'];[636, 670, 684, 698];['5h 35m', '5h 20m', '5h 20m', '5h 30m', '5h 35m']
SBCT;SBJU;[729, 731, 794, 796];['4h 55m', '4h 50m', '4h 55m', '4h 50m'];[729, 731, 794, 796];['4h 55m', '4h 50m', '4h 55m', '4h 50m']
SBCT;SBBR;[457, 522, 517, 517, 517];['4h', '4h', '1h 50m', '1h 55m', '3h 15m', '3h 15m'];[457, 522, 517, 517, 517];['4h', '4h', '1h 50m', '1h 55m', '3h 15m', '3h 15m']
SBCT;SBVT;[200, 233, 245, 255];['3h 55m', '4h 10m', '3h 20m', '9h 40m'];[200, 233, 245, 255];['3h 55m', '4h 10m', '3h 20m', '9h 40m']
SBCT;SBCN;[952, 1017, 1193, 1258];['11h 55m', '11h 55m', '3h 20m', '3h 20m'];[952, 1017, 1193, 1258];['11h 55m', '11h 55m', '3h 20m', '3h 20m']
SBCT;SBGO;[338, 724, 390, 662, 665];['19h 50m', '3h 20m', '6h 55m', '3h 20m', '3h 55m'];[338, 724, 390, 662, 665];['19h 50m', '3h 20m', '6h 55m', '3h 20m', '3h 55m']
SBCT;SWLC;[536, 616];['5h 30m', '5h 30m'];[536, 616];['5h 30m', '5h 30m']
SBCT;SBIZ;[679, 715, 741, 715];['19h 35m', '4h 40m', '19h 35m', '11h 50m'];[679, 715, 741, 715];['19h 35m', '4h 40m', '19h 35m', '11h 50m']
SBCT;SBSL;[575, 640, 575, 575, 575];['9h 20m', '9h 20m', '5h', '16h 5m', '16h 5m'];[575, 640, 575, 575, 575];['9h 20m', '9h 20m', '5h', '16h 5m', '16h 5m']
SBCT;SBAX;[];[];[];[]
SBCT;SBBH;[];[];[];[]
SBCT;SBCF;[433, 513, 433, 456, 456];['3h 5m', '3h 5m', '5h 50m', '1h 30m', '3h 20m'];[433, 513, 433, 456, 456];['3h 5m', '3h 5m', '5h 50m', '1h 30m', '3h 20m']
SBCT;SNDV;[];[];[];[]
SBCT;SBZM;[];[];[];[]
SBCT;SBGV;[856, 936, 2043, 2185];['4h 40m', '4h 40m', '15h 15m', '15h 15m'];[856, 936, 2043, 2185];['4h 40m', '4h 40m', '15h 15m', '15h 15m']
SBCT;SBJF;[576, 611, 661, 696];['4h 45m', '3h 15m', '4h 45m', '3h 15m'];[576, 611, 661, 696];['4h 45m', '3h 15m', '4h 45m', '3h 15m']
SBCT;SBMK;[506, 536, 586, 616];['7h 10m', '4h 55m', '7h 10m', '4h 55m'];[506, 536, 586, 616];['7h 10m', '4h 55m', '7h 10m', '4h 55m']
SBCT;SNPD;[];[];[];[]
SBCT;SBIP;[884, 964];['4h 45m', '4h 45m'];[884, 964];['4h 45m', '4h 45m']
SBCT;SBUR;[372, 452];['7h 10m', '7h 10m'];[372, 452];['7h 10m', '7h 10m']
SBCT;SBUL;[156, 232, 287, 290];['2h 50m', '6h 10m', '7h', '4h 45m'];[156, 232, 287, 290];['2h 50m', '6h 10m', '7h', '4h 45m']
SBCT;SBDB;[];[];[];[]
SBCT;SBCG;[534, 669, 604, 944, 664];['28h 40m', '3h 55m', '3h 55m', '1h 30m', '3h 45m'];[534, 669, 604, 944, 664];['28h 40m', '3h 55m', '3h 55m', '1h 30m', '3h 45m']
SBCT;SBCR;[];[];[];[]
SBCT;SBDO;[];[];[];[]
SBCT;SBTG;[];[];[];[]
SBCT;SBAT;[946, 1026];['5h 45m', '5h 45m'];[946, 1026];['5h 45m', '5h 45m']
SBCT;SWRD;[1138, 1199, 1204, 1264];['19h 40m', '4h', '19h 40m', '4h'];[1138, 1199, 1204, 1264];['19h 40m', '4h', '19h 40m', '4h']
SBCT;SWSI;[1107, 1192, 1747, 1797];['14h 10m', '14h 10m', '5h 35m', '6h 50m'];[1107, 1192, 1747, 1797];['14h 10m', '14h 10m', '5h 35m', '6h 50m']
SBCT;SBCY;[955, 1020, 955, 955, 955];['4h 55m', '4h 55m', '4h 20m', '24h', '24h'];[955, 1020, 955, 955, 955];['4h 55m', '4h 55m', '4h 20m', '24h', '24h']
SBCT;SBHT;[1244, 1324];['7h 40m', '7h 40m'];[1244, 1324];['7h 40m', '7h 40m']
SBCT;SBBE;[668, 703, 710, 730];['5h 25m', '5h 5m', '5h 5m', '5h 25m'];[668, 703, 710, 730];['5h 25m', '5h 5m', '5h 5m', '5h 25m']
SBCT;SBIH;[];[];[];[]
SBCT;SBMA;[858, 966, 863, 901, 949];['30h 15m', '5h 50m', '23h 45m', '5h 50m', '6h 35m'];[858, 966, 863, 901, 949];['30h 15m', '5h 50m', '23h 45m', '5h 50m', '6h 35m']
SBCT;SBTB;[];[];[];[]
SBCT;SBCJ;[1002, 1052, 1067, 1117];['6h 5m', '4h 45m', '6h 5m', '4h 45m'];[1002, 1052, 1067, 1117];['6h 5m', '4h 45m', '6h 5m', '4h 45m']
SBCT;SBSN;[1023, 1103, 1023, 1033, 1023];['9h 50m', '9h 50m', '17h 30m', '7h 35m', '17h 30m'];[1023, 1103, 1023, 1033, 1023];['9h 50m', '9h 50m', '17h 30m', '7h 35m', '17h 30m']
SBCT;SBJP;[959, 1024, 1010, 1010, 1010];['10h 50m', '10h 50m', '5h 15m', '5h 30m', '19h 30m'];[959, 1024, 1010, 1010, 1010];['10h 50m', '10h 50m', '5h 15m', '5h 30m', '19h 30m']
SBCT;SBKG;[707, 744, 768, 809];['8h 55m', '6h 5m', '8h 55m', '6h 5m'];[707, 744, 768, 809];['8h 55m', '6h 5m', '8h 55m', '6h 5m']
SBCT;SBFN;[1204, 1284, 1320, 1386];['8h 5m', '8h 5m', '7h 15m', '7h 15m'];[1204, 1284, 1320, 1386];['8h 5m', '8h 5m', '7h 15m', '7h 15m']
SBCT;SBPL;[926, 926, 991, 991];['4h 55m', '5h 30m', '4h 55m', '5h 30m'];[926, 926, 991, 991];['4h 55m', '5h 30m', '4h 55m', '5h 30m']
SBCT;SBRF;[818, 861, 861, 894];['5h 10m', '5h 10m', '12h 25m', '5h 10m'];[818, 861, 861, 894];['5h 10m', '5h 10m', '12h 25m', '5h 10m']
SBCT;SBPB;[];[];[];[]
SBCT;SBTE;[554, 634, 554, 588, 588];['9h 35m', '9h 35m', '21h 15m', '12h 25m', '4h 50m'];[554, 634, 554, 588, 588];['9h 35m', '9h 35m', '21h 15m', '12h 25m', '4h 50m']
SBCT;SBCA;[430, 475, 480, 510];['1h 25m', '1h 25m', '1h 25m', '2h 55m', '1h 25m', '1h 25m'];[430, 475, 480, 510];['1h 25m', '1h 25m', '1h 25m', '2h 55m', '1h 25m', '1h 25m']
SBCT;SBCT;[];[];[];[]
SBCT;SBFI;[282, 367, 432, 600];['12h 55m', '1h 15m', '1h 15m', '1h 10m'];[282, 367, 432, 600];['12h 55m', '1h 15m', '1h 15m', '1h 10m']
SBCT;SBLO;[423, 503, 447, 470, 501];['55m', '55m', '1h 15m', '1h', '4h 5m'];[423, 503, 447, 470, 501];['55m', '55m', '1h 15m', '1h', '4h 5m']
SBCT;SBMG;[289, 300, 350, 355];['3h 5m', '1h 15m', '1h 15m', '3h 55m', '3h 5m'];[289, 300, 350, 355];['3h 5m', '1h 15m', '1h 15m', '3h 55m', '3h 5m']
SBCT;SBCB;[743, 823];['19h 40m', '19h 40m'];[743, 823];['19h 40m', '19h 40m']
SBCT;SBCP;[865, 945];['5h', '5h'];[865, 945];['5h', '5h']
SBCT;SBME;[];[];[];[]
SBCT;SBGL;[168, 233, 628, 661];['1h 20m', '1h 20m', '3h 5m', '3h 40m'];[168, 233, 628, 661];['1h 20m', '1h 20m', '3h 5m', '3h 40m']
SBCT;SBNT;[];[];[];[]
SBCT;SBSG;[685, 722, 722, 750];['10h 50m', '5h 55m', '5h 40m', '10h 50m'];[685, 722, 722, 750];['10h 50m', '5h 55m', '5h 40m', '10h 50m']
SBCT;SSKW;[1318, 1398];['5h 45m', '5h 45m'];[1318, 1398];['5h 45m', '5h 45m']
SBCT;SBJI;[];[];[];[]
SBCT;SBPV;[758, 823, 782, 782, 803];['9h 45m', '9h 45m', '11h 55m', '5h 40m', '6h 50m'];[758, 823, 782, 782, 803];['9h 45m', '9h 45m', '11h 55m', '5h 40m', '6h 50m']
SBCT;SBVH;[1146, 1226, 1476, 1561];['7h 5m', '7h 5m', '5h 50m', '5h 50m'];[1146, 1226, 1476, 1561];['7h 5m', '7h 5m', '5h 50m', '5h 50m']
SBCT;SBBV;[1179, 1241, 1241, 1306];['8h', '7h 40m', '8h', '7h 40m'];[1179, 1241, 1241, 1306];['8h', '7h 40m', '8h', '7h 40m']
SBCT;SBCX;[829, 829, 894, 894];['4h 20m', '5h 10m', '4h 20m', '5h 10m'];[829, 829, 894, 894];['4h 20m', '5h 10m', '4h 20m', '5h 10m']
SBCT;SBPF;[1081, 1146, 1517, 1602];['4h 25m', '4h 25m', '6h 55m', '6h 55m'];[1081, 1146, 1517, 1602];['4h 25m', '4h 25m', '6h 55m', '6h 55m']
SBCT;SBPK;[652, 737, 1193, 1278];['6h 20m', '6h 20m', '5h 50m', '5h 50m'];[652, 737, 1193, 1278];['6h 20m', '6h 20m', '5h 50m', '5h 50m']
