origem;destino;custo_menor_custo;duracao_menor_custo;custo_menor_duracao;duracao_menor_duracao
SBCF;SBUF;NONE;NONE;NONE;NONE
SBCF;SBPS;570;20h 25m;570;20h 25m
SBCF;SBSV;502;1h 40m;502;1h 40m
SBCF;SNTF;NONE;NONE;NONE;NONE
SBCF;SNVB;NONE;NONE;NONE;NONE
SBCF;SBQV;526;4h 25m;526;4h 25m
SBCF;SBFZ;741;15h 15m;741;15h 15m
SBCF;SBJU;694;4h 50m;694;4h 50m
SBCF;SBBR;153; 1h 20m;88;120
SBCF;SBVT;166;6h 50m;176;6h 35m
SBCF;SBCN;1193;3h 45m;1193;3h 45m
SBCF;SBGO;655;1h 25m;655;1h 25m
SBCF;SWLC;589;5h 55m;589;5h 55m
SBCF;SBIZ;999;6h 55m;999;6h 55m
SBCF;SBSL;746;16h 25m;746;16h 25m
SBCF;SBMO;850;11h 10m;899;4h 45m
SBCF;SWKO;NONE;NONE;NONE;NONE
SBCF;SWEI;NONE;NONE;NONE;NONE
SBCF;SBEG;922;4h 55m;1012;6h 30m
SBCF;SWPI;NONE;NONE;NONE;NONE
SBCF;SBUA;NONE;NONE;NONE;NONE
SBCF;SBTT; 740; 13h 10m;660;13h 10m
SBCF;SBTF;NONE;NONE;NONE;NONE
SBCF;SBMQ;750;26h 10m;912;20h 20m
SBCF;SNBR; 496; 4h 5m;482;215
SBCF;SBFE;NONE;NONE;NONE;NONE
SBCF;SBIL; 551; 18h 20m; 866;120
SBCF;SBLE; 1074; 17h 30m;994;1730
SBCF;SBUF;NONE;NONE;NONE;NONE
SBCF;SBPS; 653; 1h 10m; 653;110
SBCF;SBSV; 502; 1h 40m; 502;1215
SBCF;SNTF;NONE;NONE;NONE;NONE
SBCF;SNVB;NONE;NONE;NONE;NONE
SBCF;SBQV; 592; 4h 25m; 607;110
SBCF;SBFZ; 757; 2h 55m;741;1515
SBCF;SBJU; 733; 6h 5m; 773;1050
SBCF;SBBR; 153; 1h 20m;88;120
SBCF;SBVT; 603; 1h; 670;1
SBCF;SBCN; 1258; 3h 45m;1193;345
SBCF;SBGO; 735; 1h 25m; 818;120
SBCF;SWLC; 669; 5h 55m;589;555
SBCF;SBIZ; 1048; 7h 10m;999;655
SBCF;SBSL; 821; 4h 25m;746;1625
SBCF;SBAX;NONE;NONE;NONE;NONE
SBCF;SBCF;NONE;NONE;NONE;NONE
SBCF;SBZM;NONE;NONE;NONE;NONE
SBCF;SBGV; 1176; 50m;1091;50
SBCF;SBJF; 690; 4h 15m;610;415
SBCF;SBMK; 590; 1h 10m;510;110
SBCF;SNPD;NONE;NONE;NONE;NONE
SBCF;SBIP; 430; 45m;356;45
SBCF;SBUR; 436; 1h 20m;356;120
SBCF;SBUL; 533; 1h 30m; 610;130
SBCF;SBDB;NONE;NONE;NONE;NONE
SBCF;SBCG; 489; 8h 40m; 489;165
SBCF;SBCR;NONE;NONE;NONE;NONE
SBCF;SBDO;NONE;NONE;NONE;NONE
SBCF;SBTG;NONE;NONE;NONE;NONE
SBCF;SBAT; 1131; 16h 55m; 1131;1655
SBCF;SWRD; 1115; 17h 30m;1050;1730
SBCF;SWSI; 1395; 3h 45m; 1510;1450
SBCF;SBCY; 794; 5h 5m; 794;16
SBCF;SBHT; 940; 5h 25m;855;525
SBCF;SBBE; 678; 7h 55m; 979;310
SBCF;SBIH;NONE;NONE;NONE;NONE
SBCF;SBMA; 555; 4h; 555;1950
SBCF;SBTB;NONE;NONE;NONE;NONE
SBCF;SBCJ; 901; 2h 30m;901;230
SBCF;SBSN; 1042; 20h 55m; 1095;1915
SBCF;SBTU;NONE;NONE;NONE;NONE
SBCF;SBJP; 587; 10h; 587;10
SBCF;SBKG; 716; 3h 50m;651;350
SBCF;SBFN; 1395; 16h 5m;1330;165
SBCF;SBPL; 842; 13h 25m;777;1325
SBCF;SBRF; 732; 9h; 889;225
SBCF;SBPB;NONE;NONE;NONE;NONE
SBCF;SBTE; 576; 16h 20m;576;1010
SBCF;SBCA; 711; 4h 5m;678;420
SBCF;SBCT; 433; 5h 55m; 456;255
SBCF;SBFI; 208; 4h 30m; 599;350
SBCF;SBLO; 353; 4h 15m; 353;415
SBCF;SBMG; 784; 3h 45m;784;325
SBCF;SBCB;NONE;NONE;NONE;NONE
SBCF;SBCP; 436; 4h 45m; 480;3
SBCF;SBME;NONE;NONE;NONE;NONE
SBCF;SBGL; 347; 6h 45m; 400;1
SBCF;SBNT;NONE;NONE;NONE;NONE
SBCF;SBSG; 570; 17h 5m; 570;175
SBCF;SSKW; 1189; 5h 50m; 1428;1655
SBCF;SBJI;NONE;NONE;NONE;NONE
SBCF;SBPV; 1093; 5h 10m;888;2140
SBCF;SBVH; 1480; 5h 55m;1400;555
SBCF;SBBV; 1021; 27h 30m;970;1645
SBCF;SBCX; 829; 5h 35m;829;340
SBCF;SBPF; 1146; 4h 35m;1081;435
SBCF;SBPK; 897; 4h 45m;817;445
SBCF;SBPA; 208; 6h 45m; 800;220
SBCF;SBSM; 935; 7h 15m;855;715
SBCF;SBCH; 1042; 3h 35m; 977;335
SBCF;SBFL; 187; 6h 55m; 500;315
SBCF;SBCM;NONE;NONE;NONE;NONE
SBCF;SBJV; 353; 5h 55m;353;330
SBCF;SBNF; 208; 3h 35m; 637;255
SBCF;SBAR; 649; 20h 55m; 716;1115
SBCF;SBAU; 494; 5h 25m; 667;340
SBCF;SBAQ;NONE;NONE;NONE;NONE
SBCF;SBAE;NONE;NONE;NONE;NONE
SBCF;SBKP; 392; 7h 5m;386;110
SBCF;SBGR; 143; 1h 15m; 240;110
SBCF;SBML; 424; 3h 15m; 424;315
SBCF;SBDN; 525; 4h; 601;355
SBCF;SBRP; 460; 1h 25m; 460;125
SBCF;SBSR; 390; 3h 30m; 390;330
SBCF;SBSJ; 518; 3h 55m;438;355
SBCF;SBSP; 153; 1h 15m;88;115
SBCF;SWGN; 977; 21h 35m;912;2135
SBCF;SBPJ; 511; 5h 9m; 545;1340
SBCF;SBRJ; 450; 1h 5m; 450;1
SBCG;SBCZ; 1313; 10h 15m;1248;1015
SBCG;SBRB; 1093; 16h 40m; 1158;1640
SBCG;SBMO; 732; 11h; 802;11
SBCG;SWKO;NONE;NONE;NONE;NONE
SBCG;SBEG; 845; 9h 10m;803;550
SBCG;SWPI;NONE;NONE;NONE;NONE
SBCG;SBTT; 1156; 13h 35m;1076;1335
SBCG;SBTF;NONE;NONE;NONE;NONE
SBCG;SBMQ; 1132; 5h 25m; 1209;1135
SBCG;SNBR; 1522; 6h 55m;847;1340
SBCG;SBFE;NONE;NONE;NONE;NONE
SBCG;SBIL; 898; 9h 45m; 898;2150
SBCG;SBLE; 1013; 18h 10m;933;1810
SBCG;SBUF;NONE;NONE;NONE;NONE
SBCG;SBPS; 574; 4h 45m; 602;1435
SBCG;SBSV; 782; 4h 40m;693;2255
SBCG;SNTF;NONE;NONE;NONE;NONE
SBCG;SBQV; 916; 4h 40m; 932;420
SBCG;SBFZ; 522; 5h 25m; 522;105
SBCG;SBJU; 905; 8h 40m;840;840
SBCG;SBBR; 576; 3h 50m; 577;1120
SBCG;SBVT; 830; 12h 10m;761;1145
SBCG;SBCN;NONE;NONE;NONE;NONE
SBCG;SBGO; 478; 14h 30m; 478;1430
SBCG;SWLC; 1379; 4h 50m;1299;450
SBCG;SBIZ; 1105; 11h 15m; 1105;1115
SBCG;SBSL; 1093; 4h 55m; 871;2150
SBCG;SBAX;NONE;NONE;NONE;NONE
SBCG;SBBH;NONE;NONE;NONE;NONE
SBCG;SBCF; 489; 9h 35m;489;330
SBCG;SBZM;NONE;NONE;NONE;NONE
SBCG;SBGV; 2185; 9h 20m;2100;920
SBCG;SBJF; 1008; 7h 10m; 977;350
SBCG;SBMK; 1052; 8h; 2082;535
SBCG;SNPD;NONE;NONE;NONE;NONE
SBCG;SBIP; 1048; 8h 5m; 2100;6
SBCG;SBUR; 2185; 11h 50m;2100;1150
SBCG;SBUL; 445; 16h 35m; 445;1350
SBCG;SBCG;NONE;NONE;NONE;NONE
SBCG;SBCR;NONE;NONE;NONE;NONE
SBCG;SBDO;NONE;NONE;NONE;NONE
SBCG;SBTG;NONE;NONE;NONE;NONE
SBCG;SBAT; 959; 3h 45m;879;345
SBCG;SWRD; 2185; 4h 50m;2100;450
SBCG;SWSI; 1941; 3h 35m;1771;335
SBCG;SBCY; 405; 1h 5m;346;110
SBCG;SBHT; 2185; 11h 20m;2100;1120
SBCG;SBBE; 763; 5h;693;5
SBCG;SBIH;NONE;NONE;NONE;NONE
SBCG;SBMA; 1037; 9h; 972;1155
SBCG;SBCJ; 1100; 15h 10m;1020;1510
SBCG;SBSN; 1165; 11h 55m; 1165;1155
SBCG;SBJP; 935; 5h 55m; 935;2420
SBCG;SBKG; 809; 6h 5m;744;65
SBCG;SBFN; 1677; 18h 45m; 1700;1450
SBCG;SBPL; 926; 5h 45m;926;530
SBCG;SBRF; 603; 14h 25m; 603;1425
SBCG;SBPB;NONE;NONE;NONE;NONE
SBCG;SBTE; 718; 4h 45m;692;3435
SBCG;SBCA; 737; 4h 30m;737;425
SBCG;SBCT; 669; 4h 15m; 944;120
SBCG;SBFI; 579; 4h 40m; 579;1950
SBCG;SBLO; 760; 31h 15m;760;2550
SBCG;SBMG; 347; 3h 40m;328;1055
SBCG;SBCB; 1208; 20h 30m;1128;2030
SBCG;SBCP; 2100; 7h 20m;865;145
SBCG;SBME;NONE;NONE;NONE;NONE
SBCG;SBGL; 463; 4h 20m; 565;1445
SBCG;SBNT;NONE;NONE;NONE;NONE
SBCG;SBSG; 854; 7h 35m; 899;105
SBCG;SSKW; 1038; 3h 45m;958;345
SBCG;SBJI;NONE;NONE;NONE;NONE
SBCG;SBPV; 618; 9h;618;420
SBCG;SBVH; 2185; 3h 50m;2100;350
SBCG;SBBV; 1169; 10h 5m; 1169;105
SBCG;SBCX; 1037; 4h 30m;972;430
SBCG;SBPF; 641; 4h 15m; 641;415
SBCG;SBPK; 810; 6h 40m;730;640
SBCG;SBPA; 523; 5h 45m; 551;430
SBCG;SBSM; 1095; 6h 10m;1015;610
SBCG;SBCH; 1011; 3h 55m;931;355
SBCG;SBFL; 441; 27h 15m; 441;2715
SBCG;SBCM;NONE;NONE;NONE;NONE
SBCG;SBJV; 418; 5h 30m; 600;13
SBCG;SBNF; 555; 14h 10m; 555;1410
SBCG;SBAR; 808; 9h 10m; 851;1025
SBCG;SBAU; 977; 3h 30m;897;330
SBCG;SBAQ;NONE;NONE;NONE;NONE
SBCG;SBAE;NONE;NONE;NONE;NONE
SBCG;SBKP; 339; 1h 25m; 339;125
SBCG;SBGR; 269; 1h 50m;269;135
SBCG;SBML; 2100; 3h 30m; 2100;330
SBCG;SBDN; 876; 3h 35m;796;335
SBCG;SBRP; 571; 9h 15m; 571;1040
SBCG;SBSR; 871; 26h 10m; 888;145
SBCG;SBSJ; 970; 13h 25m;890;1325
SBCG;SBSP; 552; 15h 10m; 936;135
SBCG;SWGN;NONE;NONE;NONE;NONE
SBCG;SBPJ; 1053; 7h 35m; 1053;1650
SBCG;SBRJ; 440; 7h 20m; 467;1025
SBCY;SBCZ; 1313; 8h 10m;1248;810
SBCY;SBRB; 1093; 10h 40m; 1093;1040
SBCY;SBMO; 1300; 13h 55m; 1380;10
SBCY;SBEG; 1083; 6h 5m; 993;1710
SBCY;SWPI;NONE;NONE;NONE;NONE
SBCY;SBTT; 1519; 14h 50m;1439;1450
SBCY;SBTF;NONE;NONE;NONE;NONE
SBCY;SBMQ; 671; 5h 40m; 818;2030
SBCY;SNBR; 790; 4h 35m;725;435
SBCY;SBFE;NONE;NONE;NONE;NONE
SBCY;SBIL; 1095; 19h 30m; 1095;1930
SBCY;SBLE; 1175; 18h 10m;1095;1810
SBCY;SBUF;NONE;NONE;NONE;NONE
SBCY;SBPS; 522; 19h 50m; 522;1950
SBCY;SBSV; 715; 4h 55m; 721;1050
SBCY;SNTF;NONE;NONE;NONE;NONE
SBCY;SNVB;NONE;NONE;NONE;NONE
SBCY;SBQV; 732; 9h 35m; 853;535
SBCY;SBFZ; 886; 23h 35m; 906;1910
SBCY;SBJU; 796; 6h 35m; 933;555
SBCY;SBBR; 599; 4h 55m;573;135
SBCY;SBVT; 661; 4h 25m; 661;1425
SBCY;SBCN; 2185; 10h 55m;2100;1055
SBCY;SBGO; 667; 4h 40m; 721;115
SBCY;SWLC; 817; 4h 40m;737;440
SBCY;SBIZ; 1203; 42h 10m;1149;1155
SBCY;SBSL; 895; 5h 10m; 895;1215
SBCY;SBAX;NONE;NONE;NONE;NONE
SBCY;SBBH;NONE;NONE;NONE;NONE
SBCY;SBCF; 700; 2h 15m;635;215
SBCY;SBZM;NONE;NONE;NONE;NONE
SBCY;SBGV; 986; 8h 20m;906;820
SBCY;SBJF; 1258; 4h 30m;1178;430
SBCY;SBMK; 813; 4h 35m;733;435
SBCY;SNPD;NONE;NONE;NONE;NONE
SBCY;SBIP; 1061; 5h;981;5
SBCY;SBUR; 1053; 10h 5m;973;105
SBCY;SBUL; 615; 9h;551;1145
SBCY;SBCG; 405; 1h 5m;346;15
SBCY;SBCR;NONE;NONE;NONE;NONE
SBCY;SBDO;NONE;NONE;NONE;NONE
SBCY;SBTG;NONE;NONE;NONE;NONE
SBCY;SBAT; 495; 1h 15m;415;115
SBCY;SWRD; 2022; 14h 35m;1937;1435
SBCY;SWSI; 1005; 55m;920;55
SBCY;SBCY;NONE;NONE;NONE;NONE
SBCY;SBHT; 1303; 10h 20m;1223;1020
SBCY;SBBE; 1025; 4h 50m; 1025;450
SBCY;SBIH;NONE;NONE;NONE;NONE
SBCY;SBMA; 826; 8h 50m; 826;115
SBCY;SBCJ; 1098; 8h 45m; 1136;725
SBCY;SBSN; 1157; 20h;1157;1030
SBCY;SBTU;NONE;NONE;NONE;NONE
SBCY;SBJP; 1000; 20h 25m;935;2025
SBCY;SBKG; 1036; 8h 20m;744;640
SBCY;SBFN; 1765; 7h 50m; 1800;1525
SBCY;SBPL; 926; 7h;926;65
SBCY;SBRF; 822; 14h 55m; 822;1455
SBCY;SBPB;NONE;NONE;NONE;NONE
SBCY;SBTE; 888; 20h 15m; 895;125
SBCY;SBCA; 616; 5h 10m;581;1030
SBCY;SBCT; 1020; 4h 35m; 993;3
SBCY;SBFI; 579; 4h 40m;574;1010
SBCY;SBLO; 852; 1h 40m; 932;140
SBCY;SBMG; 1464; 4h 25m; 1464;425
SBCY;SBCB;NONE;NONE;NONE;NONE
SBCY;SBCP; 945; 5h 35m;865;535
SBCY;SBME;NONE;NONE;NONE;NONE
SBCY;SBGL; 678; 4h 45m; 678;1225
SBCY;SBNT;NONE;NONE;NONE;NONE
SBCY;SBSG; 767; 9h 40m;767;1730
SBCY;SSKW; 893; 1h 20m;813;120
SBCY;SBJI;NONE;NONE;NONE;NONE
SBCY;SBPV; 770; 21h 10m;746;155
SBCY;SBVH; 999; 1h 35m;919;135
SBCY;SBBV; 1169; 18h 25m; 1169;1825
SBCY;SBCX; 911; 4h 20m;846;420
SBCY;SBPF; 1330; 12h 40m; 1445;1040
SBCY;SBPK; 1083; 8h 20m;1003;820
SBCY;SBPA; 566; 4h 20m; 566;420
SBCY;SBSM; 1067; 6h;987;6
SBCY;SBCH; 931; 4h 40m;880;1015
SBCY;SBFL; 1069; 5h 30m;1063;410
SBCY;SBCM;NONE;NONE;NONE;NONE
SBCY;SBJV; 597; 10h 15m; 597;1015
SBCY;SBNF; 685; 5h 45m;648;415
SBCY;SBAR; 1095; 12h 35m; 1095;1235
SBCY;SBAU; 643; 4h 10m;563;410
SBCY;SBAQ;NONE;NONE;NONE;NONE
SBCY;SBAE;NONE;NONE;NONE;NONE
SBCY;SBKP; 826; 2h; 908;2
SBCY;SBGR; 501; 2h 20m; 526;215
SBCY;SBML; 1038; 4h 45m;533;415
SBCY;SBDN; 598; 8h 5m; 675;450
SBCY;SBRP; 599; 5h 20m; 599;1055
SBCY;SBSR; 561; 1h 45m; 582;1010
SBCY;SBSJ; 1007; 14h 5m; 2100;1345
SBCY;SBSP; 650; 4h 45m; 787;25
SBCY;SWGN; 975; 20h 55m;910;2055
SBCY;SBPJ; 1000; 9h 25m;983;1355
SBCY;SBRJ; 719; 4h 5m;719;340
SBBE;SBCZ; 1313; 9h 10m;1248;910
SBBE;SBRB; 600; 28h 45m;600;1355
SBBE;SBMO; 1034; 4h 55m;969;455
SBBE;SWKO;NONE;NONE;NONE;NONE
SBBE;SWEI;NONE;NONE;NONE;NONE
SBBE;SBEG; 416; 2h 10m; 416;210
SBBE;SWPI;NONE;NONE;NONE;NONE
SBBE;SBUA;NONE;NONE;NONE;NONE
SBBE;SBTT; 844; 3h 50m;764;350
SBBE;SBTF;NONE;NONE;NONE;NONE
SBBE;SBMQ; 300; 55m; 300;1
SBBE;SNBR; 1041; 8h 40m;931;545
SBBE;SBFE;NONE;NONE;NONE;NONE
SBBE;SBIL; 549; 18h 55m; 549;1855
SBBE;SBLE; 1083; 21h 40m;1003;2140
SBBE;SBUF;NONE;NONE;NONE;NONE
SBBE;SBPS; 1033; 5h 15m; 1033;1010
SBBE;SBSV; 413; 14h 25m; 413;1425
SBBE;SNTF;NONE;NONE;NONE;NONE
SBBE;SBQV; 1354; 10h 45m; 1354;1045
SBBE;SBFZ; 395; 1h 50m;330;150
SBBE;SBJU; 1084; 6h;1019;6
SBBE;SBBR; 1007; 2h 35m; 716;1240
SBBE;SBVT; 694; 14h 5m; 702;1125
SBBE;SBCN; 1258; 7h 45m; 1448;20
SBBE;SBGO; 694; 9h 40m;694;10
SBBE;SWLC;NONE;NONE;NONE;NONE
SBBE;SBIZ; 551; 13h 45m; 601;1040
SBBE;SBSL; 522; 1h 5m;468;1
SBBE;SBAX;NONE;NONE;NONE;NONE
SBBE;SBBH;NONE;NONE;NONE;NONE
SBBE;SBCF; 1059; 3h 5m; 613;1120
SBBE;SBZM;NONE;NONE;NONE;NONE
SBBE;SBGV; 1276; 6h 35m;1196;635
SBBE;SBJF; 1052; 9h 5m;972;95
SBBE;SBMK; 747; 9h 20m; 750;650
SBBE;SNPD;NONE;NONE;NONE;NONE
SBBE;SBIP; 1273; 5h 45m;1193;545
SBBE;SBUR; 1305; 9h 5m;1225;95
SBBE;SBUL; 799; 14h 55m; 799;1455
SBBE;SBDB;NONE;NONE;NONE;NONE
SBBE;SBCG; 693; 17h 40m;693;1035
SBBE;SBCR;NONE;NONE;NONE;NONE
SBBE;SBDO;NONE;NONE;NONE;NONE
SBBE;SBTG;NONE;NONE;NONE;NONE
SBBE;SBAT; 1083; 13h 15m;1003;1315
SBBE;SWRD; 2185; 8h 20m;2100;820
SBBE;SWSI; 2185; 11h 10m;2100;1110
SBBE;SBCY; 1074; 17h 45m; 969;1030
SBBE;SBMD;NONE;NONE;NONE;NONE
SBBE;SBHT; 410; 1h 15m;380;110
SBBE;SBBE;NONE;NONE;NONE;NONE
SBBE;SBAA;NONE;NONE;NONE;NONE
SBBE;SBIH; 1100; 2h 50m;770;250
SBBE;SBMA; 573; 1h;515;1
SBBE;SBTB;NONE;NONE;NONE;NONE
SBBE;SDOW;NONE;NONE;NONE;NONE
SBBE;SBCJ; 375; 1h 10m;310;110
SBBE;SNDC;NONE;NONE;NONE;NONE
SBBE;SBSN; 246; 1h 20m;181;120
SBBE;SBTU;NONE;NONE;NONE;NONE
SBBE;SBJP; 1000; 6h 10m; 935;1825
SBBE;SBKG; 961; 6h 30m;896;630
SBBE;SBFN; 1592; 9h; 2100;1650
SBBE;SBPL; 1083; 20h; 2048;1110
SBBE;SBRF; 554; 4h 10m; 615;1145
SBBE;SBPB;NONE;NONE;NONE;NONE
SBBE;SBTE; 704; 3h 50m; 760;330
SBBE;SBCA; 1054; 6h 20m;989;620
SBBE;SBCT; 465; 5h 45m; 703;1535
SBBE;SBFI; 930; 7h 45m; 930;2845
SBBE;SBLO; 1071; 7h;963;3535
SBBE;SBMG; 584; 8h 5m; 684;155
SBBE;SBCB; 1186; 27h 45m;1106;2745
SBBE;SBCP; 1003; 9h 15m;923;915
SBBE;SBME;NONE;NONE;NONE;NONE
SBBE;SBGL; 897; 15h 35m; 897;1535
SBBE;SBNT;NONE;NONE;NONE;NONE
SBBE;SBSG; 498; 3h 55m;498;320
SBBE;SSKW; 1297; 13h 15m;1217;1315
SBBE;SBJI;NONE;NONE;NONE;NONE
SBBE;SBPV; 724; 19h 5m; 776;1255
SBBE;SBVH; 2185; 13h 20m;2100;1320
SBBE;SBBV; 701; 9h;598;4055
SBBE;SBCX; 1136; 8h 35m;1071;835
SBBE;SBPF; 1143; 20h 55m; 1143;2055
SBBE;SBPK; 1502; 10h 50m;1422;1050
SBBE;SBPA; 740; 12h 20m; 761;1020
SBBE;SBSM; 1205; 15h 25m;1125;1525
SBBE;SBCH; 931; 10h 40m; 931;1040
SBBE;SBFL; 564; 12h 10m; 564;1210
SBBE;SBCM;NONE;NONE;NONE;NONE
SBBE;SBJV; 399; 16h 55m;353;1120
SBBE;SBNF; 631; 15h 10m; 631;1510
SBBE;SBAR; 1050; 7h 40m; 985;275
SBBE;SBAU; 1205; 10h 45m;1125;1045
SBBE;SBAQ;NONE;NONE;NONE;NONE
SBBE;SBAE;NONE;NONE;NONE;NONE
SBBE;SBKP; 510; 5h 10m; 936;340
SBBE;SBGR; 669; 19h 25m; 669;1925
SBBE;SBML; 2100; 7h; 2100;7
SBBE;SBDN; 1124; 10h 50m; 1124;1050
SBBE;SBRP; 1118; 8h 40m; 758;2030
SBBE;SBSR; 668; 17h 35m; 668;1735
SBBE;SBSJ; 1063; 13h 5m;983;135
SBBE;SBSP; 1082; 5h;910;5
SBBE;SWGN; 1373; 23h 15m;1308;2315
SBBE;SBPJ; 1053; 10h 55m; 1053;1055
SBBE;SBRJ; 1129; 5h 30m; 1129;1055
SBRF;SBCZ; 1313; 9h 10m;1248;910
SBRF;SBRB; 1093; 26h 10m; 1093;2610
SBRF;SBMO; 448; 50m;407;50
SBRF;SWEI;NONE;NONE;NONE;NONE
SBRF;SBEG; 608; 7h 50m; 790;410
SBRF;SWPI;NONE;NONE;NONE;NONE
SBRF;SBTT; 1081; 11h 35m;1001;1135
SBRF;SBTF;NONE;NONE;NONE;NONE
SBRF;SBMQ; 843; 23h 5m; 843;235
SBRF;SNBR; 1138; 7h 50m; 1198;545
SBRF;SBFE;NONE;NONE;NONE;NONE
SBRF;SBIL; 1035; 6h 10m; 1128;2310
SBRF;SBLE; 847; 19h 55m;767;1955
SBRF;SBUF;NONE;NONE;NONE;NONE
SBRF;SBPS; 900; 22h 25m; 900;1035
SBRF;SBSV; 291; 5h 5m; 319;125
SBRF;SNTF;NONE;NONE;NONE;NONE
SBRF;SBQV; 887; 7h 30m;828;350
SBRF;SBFZ; 115; 1h 20m; 115;120
SBRF;SBJU; 330; 1h 30m;250;130
SBRF;SBBR; 790; 15h 15m; 790;1515
SBRF;SBVT; 540; 2h 20m; 540;220
SBRF;SBCN; 1183; 10h 35m;1118;1035
SBRF;SBGO; 586; 25h 25m; 586;2525
SBRF;SWLC; 1320; 6h 50m; 2100;1620
SBRF;SBIZ; 604; 14h 15m;544;1415
SBRF;SBSL; 616; 22h 20m;574;1610
SBRF;SBAX;NONE;NONE;NONE;NONE
SBRF;SBBH;NONE;NONE;NONE;NONE
SBRF;SBCF; 732; 18h 10m; 732;1810
SBRF;SBZM;NONE;NONE;NONE;NONE
SBRF;SBGV; 1590; 10h 30m;1505;1030
SBRF;SBJF; 1042; 7h 45m; 1572;65
SBRF;SBMK; 887; 4h 25m;838;1045
SBRF;SNPD;NONE;NONE;NONE;NONE
SBRF;SBIP; 1087; 3h 55m;1007;355
SBRF;SBUR; 946; 6h 40m;866;640
SBRF;SBUL; 660; 19h 45m;660;1330
SBRF;SBDB;NONE;NONE;NONE;NONE
SBRF;SBCG; 760; 23h 5m; 862;1750
SBRF;SBCR;NONE;NONE;NONE;NONE
SBRF;SBDO;NONE;NONE;NONE;NONE
SBRF;SBTG;NONE;NONE;NONE;NONE
SBRF;SBAT; 1161; 12h 15m;1081;1215
SBRF;SWRD; 2185; 8h;2100;8
SBRF;SWSI; 2185; 10h 10m;2100;1010
SBRF;SBCY; 822; 24h 55m;822;2455
SBRF;SBHT; 1298; 5h 30m;1218;530
SBRF;SBBE; 499; 16h 40m; 499;1640
SBRF;SBIH;NONE;NONE;NONE;NONE
SBRF;SBMA; 1013; 7h 55m; 912;1025
SBRF;SBCJ; 1002; 8h 55m;851;8
SBRF;SBSN; 569; 5h 50m; 739;1825
SBRF;SBTU;NONE;NONE;NONE;NONE
SBRF;SBJP; 1385; 40m; 1385;1115
SBRF;SBKG; 391; 45m;311;45
SBRF;SBFN; 1021; 1h 10m;718;110
SBRF;SBPL; 1000; 1h 20m; 1000;120
SBRF;SBRF;NONE;NONE;NONE;NONE
SBRF;SBPB;NONE;NONE;NONE;NONE
SBRF;SBTE; 447; 1h 50m;367;150
SBRF;SBCA; 836; 6h 25m; 836;625
SBRF;SBCT; 861; 18h 35m; 861;1020
SBRF;SBFI; 799; 23h 25m; 799;2325
SBRF;SBLO; 641; 37h 25m;661;1050
SBRF;SBCP;923;8h 15m;923;8h 15m
SBRF;SBME;NONE;NONE;NONE;NONE
SBRF;SBGL; 703; 5h 25m; 723;3
SBRF;SBNT;NONE;NONE;NONE;NONE
SBRF;SBSG; 456; 1h;392;1
SBRF;SSKW; 1576; 12h 15m;1496;1215
SBRF;SBJI;NONE;NONE;NONE;NONE
SBRF;SBPV; 811; 11h 45m; 811;1145
SBRF;SBVH; 2185; 12h 20m;2100;1220
SBRF;SBBV; 1169; 11h 35m; 1169;1135
SBRF;SBCX; 829; 12h 45m; 829;1245
SBRF;SBPF; 1081; 6h 40m;1044;1055
SBRF;SBPK; 1151; 10h;1071;10
SBRF;SBPA; 731; 5h 50m; 731;550
SBRF;SBSM; 1647; 14h 40m;1567;1440
SBRF;SBCH; 931; 12h 55m;925;1225
SBRF;SBFL; 795; 23h 5m; 802;1240
SBRF;SBCM;NONE;NONE;NONE;NONE
SBRF;SBJV; 300; 8h 10m;285;1225
SBRF;SBNF; 683; 15h 25m; 683;1345
SBRF;SBAR; 390; 1h 15m; 390;115
SBRF;SBAU; 768; 6h 20m;705;1235
SBRF;SBAQ;NONE;NONE;NONE;NONE
SBRF;SBAE;NONE;NONE;NONE;NONE
SBRF;SBKP; 640; 3h 10m;560;310
SBRF;SBGR; 503; 3h 15m; 503;315
SBRF;SBML; 1530; 6h 40m;725;625
SBRF;SBDN; 731; 12h 35m;666;1235
SBRF;SBRP; 749; 10h 45m; 749;1045
SBRF;SBSR; 664; 8h; 664;1230
SBRF;SBSJ; 2100; 14h 10m;882;1040
SBRF;SBSP; 650; 8h 35m; 672;320
SBRF;SWGN; 1566; 17h 45m;1501;1745
SBRF;SBPJ; 1003; 4h 50m;993;1035
SBRF;SBRJ; 800; 6h;760;450
SBCT;SBCZ; 1496; 8h 25m;1431;825
SBCT;SBRB; 1247; 10h 45m; 1312;1045
SBCT;SBMO; 1008; 15h 30m; 1008;1530
SBCT;SWKO;NONE;NONE;NONE;NONE
SBCT;SWEI;NONE;NONE;NONE;NONE
SBCT;SBEG; 745; 6h;731;555
SBCT;SWPI;NONE;NONE;NONE;NONE
SBCT;SBUA;NONE;NONE;NONE;NONE
SBCT;SBTT; 821; 12h 45m;741;1245
SBCT;SBTF;NONE;NONE;NONE;NONE
SBCT;SBMQ; 1004; 7h 15m; 992;3640
SBCT;SNBR; 712; 4h 50m; 870;1250
SBCT;SBFE;NONE;NONE;NONE;NONE
SBCT;SBIL; 712; 9h 20m; 788;520
SBCT;SBLE; 995; 17h 20m;915;1720
SBCT;SBUF;NONE;NONE;NONE;NONE
